entity_key;title;totalScore;reviewsCount;street;city;categoryName;text;jumlah_teks_untuk_sentimen;sentiment_score;sentimen_confidence
soji laundry service || jl eceng no 1;Soji Laundry Service;4,9;72;Jl. Eceng No.1;Kota Bandung;Binatu;Langganan laundry di Soji,pelayanan nya bgs dan cucian nya bersih dan aroma cuciannya harum,packing baju laundry nya juga rapi,Good Service Soji Laundry ||| Baru nyoba sekali tp sangat memuaskan. Bakal balik lagi sih! Hasilnya bersih, rapi & wangi bgt juga. ||| sangat membantu bisa express, nyuci jas, sepatu bisa sehari. bisa anter jemput juga makasih aa sama teteh teteh udh bantuin ||| Dari segi pelayanan hasil cuciannya bersih, segar dan wangi. Lokasi pun sangat strategis, di tengah kota Bandung. Recommended 👌 ||| Best laundry in town. Bersih wangi dan tepat waktu. Sangat responsif.;5;1;Tinggi
soleram store bandung || jl laswi no 1;SOLERAM STORE BANDUNG;5;21;Jl. Laswi No.1;Kota Bandung;Toko Pakaian Anak;Tokonya sangat gemash memberikan kesan yang playfull! Untuk bajunya super lucu dan nyaman, selain itu kualitas dari bahannya juga sangat bagus!💖 ||| Seneng banget akhirnya brand favorit aku dan krucils udah open di Bandung. Langsung borong~ ||| Koleksinya selalu lucuuu✨ dateng ke store pas lagi ada koleksi terbaru collab sama bobo 🤏 ||| Yang mau cari baju buat anak-anak cocok banget sih kesiniii, banyak pilihan yang lucu-lucu untuk anak usia 1thn sampe SD. Tempatnya pun nyaman, gemes dan pastinya bisa sekalian jajan 🤗💓 ||| Sumpah. Udah ga perlu lirik-lirik yg lain lagi kalo mau cari fashion anak.;5;1;Tinggi
sora barbershop || jl banda no 16;SORA Barbershop;5;93;Jl. Banda No.16;Kota Bandung;Tempat Cukur Rambut;nyaman bangett tempat nya, plus kapsternya enak buat diajak konsultasi.. ngerti treatment yang pas buat rambut. topp ||| mantafff sihhhh cukuranya rapih, tempatnya bersih, dan pelayanannya juga ramah capsternya juga baikk, rekomend sih buat kalian yanh lagi nyari tempat potong rambut di bandung, thankyu soraa barbershop🙌 ||| Tempat barbernya bersih, rapi, dan nyaman. Pelayanan ramah dan profesional, hasil potongan rapi sesuai request. Cocok buat yang cari barber di bandung kota dengan kualitas dan kenyamanan rekomendasi banget ||| Suasana sangat tenang, wangi, sejuk AC, Bersih, sangat bikin relax!!! Recomended sekali karna harganya tidak terlalu mahal jugaa🤍 Cukuran pun rapih, capster nya bagus baguss! ||| Tempat barbern​ya bersih, rapi, dan nyaman. Interiornya modern dengan nuansa kayu yang bikin suasana tenang. Kursi dan peralatannya terlihat terawat, pencahayaan juga bagus. Pelayanan ramah dan profesional, hasil potongan rapi sesuai request. Cocok buat yang cari barber di bandung kota dengan kualitas dan kenyamanan. dengan nuansa jepang Recommended 👍;5;1;Tinggi
sora underwear || btc fashion mall gf l3 15 jalan dr djunjunan no 143 149 pajajaran cicendo kota bandung jawa barat;Sora underwear;4,4;8;BTC Fashion Mall GF L3 15, Jalan Dr. Djunjunan No. 143-149, Pajajaran, Cicendo, Kota Bandung, Jawa, Barat;Kota Bandung;Toko Pakaian Dalam;Love it. The only place i have ever visited with this many selection ||| Nice underwear shop. Have a lot of collection of underwear. The price is good enough. The place is clean. ||| Good stuff for my wife ||| Pelayanannya ramah;4;1;Tinggi
sorcha laundry arcamanik laundry antar jemput bandung || ruko radenia jl cisaranten kulon no 3 rt 04 rw 05;Sorcha Laundry Arcamanik (Laundry Antar Jemput Bandung);4,9;756;Ruko Radenia, Jl. Cisaranten Kulon No.3, RT.04/RW.05;Kota Bandung;Binatu;Pelayanan sangat ramah dan pengerjaan cepat tepat waktu ||| Pelayanan ramah, tempat strategis, cucian wangi rekomen buat kaum ynag sibuk ||| Pengerja'an rapi, cepat, satset, lokasi strategis, parkiran luas, recomendedbuat kalian yg males nyuci sendiri atau gada waktu buat nyuci dirumah, dateng aja ke SORCHA LAUNDRY, Pegawainya juga ramah banget. ||| Pelayanan terbaik pengerjaan sangat memuaskan dan bisa antar jemput ||| Pegawainya ramah dan tmptnya enak lah yg pasti pas sy ksni hujan ttp bisa berteduh , kondisinya jg rapih dan wangi ( yah scra kan tmpt laundry yah hehehe );5;1;Tinggi
sorcha laundry batununggal laundry antar jemput bandung || jl suka ati raya no 14;Sorcha Laundry Batununggal (Laundry Antar Jemput Bandung);4,9;866;Jl. Suka Ati Raya No.14;Kota Bandung;Binatu;Sorcha Laundry dengan management yg bagus. mampu melayani & membantu masyarakat dalam urusan kebersihan pakaian... sok atuh tinggal klik saja. atau wa daja admin nya ||| Tempat strategis, lokasi bisnis, karyawan/wati baik dan ramah. Pokoknya keren habisss ||| Pelayanannya sangat ramah ||| Jangan mau laundry disini Plis ,, banyak barang yg hilang coba aja baca review yang lain plissss tktnya baju kesayangan kalian ga ada ak ngalamin awalnya ak ga percaya sama review org dan aku laundry ternyata bnr satu setel ga ada kek nya maling deh mereka sering bawain baju kita kita buat d jual lgi gatau d pake lagi hati2 aja jangan mau laundry disni gais ||| Parfum nya lebih suka sebelum nyaa, tolong di ganti lagiii;5;1;Tinggi
sorcha laundry buah batu laundry antar jemput bandung || jl jati indah raya no 24;Sorcha Laundry Buah Batu (Laundry Antar Jemput Bandung);4,9;1298;Jl. Jati Indah Raya No.24;Kota Bandung;Binatu;Layanannya beragam, ada membershipnya, berbagai pakaian bisa, dan bisa diantar jemput ||| Tempatnya Estetik.. hasilnya Bersih wangi dan Rapih .. pelayanan nya pun ramah Banyak pilihan .. ada member ship nya juga .. ||| kemarin mau nyuci baju si mba nya bilang mending baju putihnya di pisah biar ga luntur tapi harga minimal 3kg, baju putih jadi kuning, pas di rewash baju nya lama baliknya ||| Pelayanan baik, hasil cuci rapih dan bersih.;4;1;Tinggi
sorcha laundry cibadak laundry antar jemput bandung || gg ibu aisah no 9a;Sorcha Laundry Cibadak (Laundry Antar Jemput Bandung);5;722;Gg. Ibu Aisah No.9a;Kota Bandung;Binatu;Wangi, bersih, pelayanan baik. Monggo rekomendasinya nih ||| Pelayanan nya ramah,cepat,bersih ||| Pelayanan ramah, hasil cucian bersih, rapih dan wangi. Tempat bersih dan gampang dicari. ||| Pelayanan sangat bagus ||| Pelayanan ramah dan cepat;5;1;Tinggi
sorcha laundry cihampelas laundry antar jemput bandung || jl boscha no 33;Sorcha Laundry Cihampelas (Laundry Antar Jemput Bandung);4,9;670;Jl. Boscha No.33;Kota Bandung;Layanan Binatu;Laundry langganan aku di bandung bisa antar jemput juga loh dijamin ga ribet kalau mau cuci baju, harganya menurutku juga murah banget ada paket reguler, one day sama express dan satuan premium juga bisa mau boneka bedcover dll semua hasilnya wangi dan rapi banget.. dicucinya juga 1 customer 1 mesin cuci jadi dijamin kebersihannya btw admin online buat antar jemputnya juga ada kalau semisal laundry udah jadi kita bakal di reminder sama adminnya, kalau ke tokonya langsung teteh tetehnya ramah banget + langsung ditimbang dan dihitung di depan kita berapa pcs baju/celana yang mau kita laundry prosedurnya manteb banget biar mengurangi resiko kehilangan baju, Kantong laundry nya juga kekinian pokoknya laundry di bandung yang recommended banget deh 🥰 ||| dl pas 2024 sering bgt loundry d sini katanya ini premium, lama kelamaan sering loundry disni baju sy jadi bnyk yg warna ny pudar dan bahkan ada yg sobek. setelh beberpa bulan ga loundry disini bulan december ini 2025 sy cb lg loundry disini. dan ya terjadi lagi baju syaa ada yg sobek lg mna ga wangi lg ! hadeuh PRET. mending stigma lo cabut dah bilang ini loundry premium terdbst d bdg hok cuih amit2 ||| Pelayanan nya ramah, penuh profesional dalam penanganan laundry ||| laundry antar jemput terkeren di bandung best wow waw wew waaaawwwwww ||| Pelayanan sangat baik , baju bersih dan harum Pokoknya recomend cuci pakaian di sini;5;1;Tinggi
sorcha laundry kosambi laundry antar jemput bandung || jl samoja no 8;Sorcha Laundry Kosambi (Laundry Antar Jemput Bandung);4,9;783;Jl. Samoja No.8;Kota Bandung;Binatu;JANGAN LAUNDRY DI SINI JIKA PAKAIAN ANDA TIDAK MAU RUSAK DAN TIDAK ADA PERTANGGUNG JAWABAN !!!! Baca dengan sesama kronologis yang Saya alami Hati-hati jika memilih tempat laundry untuk pakaian kita. Saya mendapatkan pengalaman buruk pada pakaian saya, khusus nya 6 buah celana dalam dan 1 buah kaos kaki, di mana karet nya tidak elastis kembali, jadi ketika karet nya ditarik tidak akan kembali lagi. Otomatis 3 pakaian dan 1 pasang kaos kaki tidak bisa dipakai lagi, dan terpaksa harus dibuang. Setelah saya mengkonfrmasi oleh pihak laundry, mereka mengatakan bahwa ini adalah kesalahn mesin, di luar tanggung jawab mereka. Padahal pakaian dalam tersebut sudah sering di cuci, dan di laundry, dan tidak ada masalah. Saya bertanya-tanya, bisa saja jadi pakaian tersebut salah dalam proses pencucian, di mana mesin dipaksa penuh oleh pakain, atau alasan lainnya. Saya mencoba tetap meminta pertanggungjawaban, tapi seperti yang telah saya dua, tidak ada pihak laundry mana pun yang bersedia bertanggung jawab, dan laundy ini pun sama. Mereka mengingatkan saya apakah saya sudah membaca ketentuan nya yakni : 1. komplain 1x24 jam (masa iya dalam waktu 24 jam kita harus coba setiap pakaian, apakah ada yang berubah atau rusak, dan pakaian dalam pun ketika saya mau pakai, baru ketauan) 2. Kerusakan, luntur, kerutan, tidak dapat di komplen karena kesalahan mesin (pakaian dalam saya yang karet nya menjadi tidak elastis lagi, dan tidak masuk ke katagori tersebut, mereka tetap tidak mau bertanggung jawab ) Kesimpulan, jika Konsumen melakukan komplain dalam waktu 1x24 jam, dengan kondisi pakaian pada point no. 2 Tetap tidak akan dilayani. Seharusnya ditulis saja : TIDAK MELAYANI SEGALA KOMPLAINAN, CUCIAN BERES HARUS BAYAR DAN KEPUASAN KONSUMEN BUKAN TANGGUNG JAWAB KAMI: Pihak laundry pun meminta kepada saya untung mengirimkan foto2 dari pakaian yang rusak, supaya menjadi pembelajaran pada rekan-rekan kerja mereka. Loh... kan setiap ada komplain baju rusak, tidak akan dilayani. Saya merasa sangat dirugikan dan diacuhkan sebagai konsumen, dimana solusi mereka hanya minta maaf, dan tidak bisa merubah situasi. Kita sebagai konsumen harus lebih pintar dan hati-hati.. Kita telah membayar dengan harga yang telah disepakati, mengharapkan pakaian kita utuh, bukan rusak. Sangat tidak profesional, hanya mengincar omset omset dan omset, tapi komplainan konsumen diacuhkan. Jika tidak ada konsekuensi, tidak akan ada perubahan ! Selama itu, konsumen akan selalu dirugikan, dan hanya satu pihak yang DIUNTUNGKAN ! Pakaian saya pun disetrika seperti tidak niat, dan diburu2... Tapi konsumen tetap harus bayar, apa tidak malu ya ? Komentar di atas merupakan pendapat dan penilain saya dari apa yang telah saya alami dan terima. ||| Cucian bersih n wangi. Servicenya mantap. Luar biasa puas cuci disini. ||| Mantul banget laundrynya plus satset Begitu kirim detail order kurirnya langsung dateng ambil cucian. Order jam 9 jam 3 udah dikirim balik ke hotel. Sukses terus ya ||| Pelayanan nya ramah semua, tempat bersih, walau ga besar tempat nya tapi tertata dengan rapih jadi tidak pengap dan hasil cuciannya selalu bersih dan wangi ||| hadeuh jangan laundy disini guys baju baju bagus gue ilang dan tidak ada tanggung jawab udah sering nih gua laundry disini banyak baju gua yang ilang,gimana sih ini pegawainya udah ga tangung jawab dan judes banget lagi,lain kali cari karyawan yang serius dan jujur;5;1;Tinggi
sorcha laundry pajajaran laundry antar jemput bandung || jl bima no 11;Sorcha Laundry Pajajaran (Laundry Antar Jemput Bandung);4,9;990;Jl. Bima No.11;Kota Bandung;Binatu;Recommended banget laundry di Sorcha Laundry Hasilnya bersih maksimal, wanginya tahan lama, dan pengerjaan tepat waktu. Cocok buat anak kos atau pekerja yang butuh laundry praktis dan berkualitas. ||| Fast respon kalo di wa..bisa express 3 jam. Laundry diantar dan di jemput di hotel. ||| Bersih, Wangi, rapih cuciannya selalu cepat dan panckinganya rapih , custnya pada baik baik.. semoga usahanya semakin berkah dan lancar aamiin untuk sorcha pajajaran ||| Laundry langganan aku di bandung, bisa antar jemput dijamin ga ribet. Pelayanan bagus. Harga konpetitif. Aroma wangi. The best in town. ||| Laundry disini selalu memuaskan, pasti bajunya jadi bersih, wangi & pegawainya jg baik. Bisa express & ada banyak diskon loooh. Thank u Sorcha;5;1;Tinggi
soul booster clothing || 4hmr mmx gg gegerkalong tengah v;Soul Booster Clothing;5;1;4HMR+MMX, Gg. Gegerkalong Tengah V;Kota Bandung;Toko Pakaian;Pelayanan ramah...memberikan bnyk opsi pilihan untuk brand lokal bandung...sukses terus untuk soul booster clothing;1;1;Rendah
southwind outdoor store camping rental || jl kampus iv no 30;Southwind Outdoor Store & Camping Rental;4,9;97;Jl. Kampus IV No.30;Kota Bandung;Toko Olahraga Luar Ruangan;Pelayanannya ramah, peralatan outdoornya lengkap, harga murah dan barang berkualitas. Sy telat mengembalikan barang sewaan (carrier & sleeping bag) tapi ga harus nambah 1 hari biayanya, cuma kena 10rb aja. ||| Harganya terjangkau. Waktu itu saya sewa tas carrier, harganya lumayan murah di kantong mahasiswa. Dan di tempat ini lengkap banget. Buat yang mau sewa di tempat ini rekomendasi banget buat kalian. ||| Petugas ramah sabar menjelaskan fungsi , alat untuk disewa lengkap dan murah ||| Ditemani Kang Gilang dan Kang Yuda Selaku Shopkepper Toko dengan sabar menjelaskan Fungsi Produk ke Pecinta Kemping Pemula seperti Saya, Alat yg bisa di sewakan insyaalloh Lengkappp dan harga relatip murah. Sambil menunggu hujan Reda di suguhi Segelas Kopi dan suara musik easy listening jadi serasa sudah ada di Alam .Top Lah pokonamah, recommended Tempatnya 👍👍 ||| ini yang jual baik hati deh,sya dianter kirim paket sepatu ke jne.;5;1;Tinggi
speed laundry cabang free pick up delivery || jl bagusrangin no 1a rw 50;Speed Laundry (Cabang)Free Pick Up & Delivery;3,8;10;Jl. Bagusrangin No.1A, RW.50;Kota Bandung;Binatu;Bersih rapih wangi recomended banget ||| Pengerjaan nya rapih dan cepat 👍 ||| Bagus wangi rapih gratis antar jemput lagi pokoknya Recommend banget ||| Sangat lelet dan tdk sesuai dg struk. Datang di hari yg di janjikan malah belum dicuci sama sekali. Sangat sering terjadi dan tdk ada rasa bersalah. ||| Nyetrikanya gak bener! Kerudung rusak mengkerut gak ada tanggung jawab sama sekali, bilangnya gara gara mesin pengering jadi gabisa apa2, lah kalo pengeringnya bikin rusak mau nyalahin saya karena neglaundry disini? Naudzubillah ya allah ada orang segak bertanggung jawab itu;5;1;Tinggi
speed laundry cabang || gg nangkasuni no 19 rt 04 rw 18;SPEED LAUNDRY (cabang);4,9;40;Gg. Nangkasuni No.19, RT.04/RW.18;Kota Bandung;Binatu;Laundrynya cepat, wangi dan rapih, yg paling penting harga terjangkau udah gitu plusnya bisa antar jemput jd ga perlu bolak balik ke tempat laundry, tetehnya juga ramah. Nuhun. ||| Ramah, cepat, bersih,wangiii, muraahhh. Rekomendasi buat yg lagi bepergian,tinggal di hotel. Ngga usah pusing cari laundry,,disini aja mantap banget💖 ||| Wangi, bersih, setrikaannya juga rapi... Rekomen untuk turis2 yg butuh express di sekitaran cihampelas bawah, malem jam 7 masukin, janjinya mau nganter jam 1 siang. Jam 10.30 udah dianter aja ke hotel ||| Puas bgt,, pelayanan mba tina sangat excellent. Baru saya nemuin laundy yg seramah ini... Tp saran bwt mba laundrynya jgn kebanyakan mkn, biar langsing jd lebih gesit kerjanya... Sukses yaaa ||| The1O1hoteldagobandung Mbanya ramah laundrya cepat 👍👍 Sangat2 puas;5;1;Tinggi
spin go laundry by de moengils || jl jatihandap no 292;Spin-Go Laundry by de Moengils;5;3;Jl. Jatihandap No.292;Kota Bandung;Layanan Binatu;Pelayanan baik, hasil cucian juga bersih, cuci-kering 1 jam an beres👍🏻 ||| Masyaallah mantappp, dpt harga promo murceu bangett. Lokasi strategis, ownernya ramah, top lah. Insyaallaah kesitu lagi✨🌸;2;1;Sedang
spinku laundry self service drop off tubagus || jl tubagus ismail no 27b;SpinKu Laundry Self Service & Drop Off Tubagus;5;147;Jl. Tubagus Ismail No.27B;Kota Bandung;Layanan Binatu;ini laundry coin yang oke banget sih besttt! tempat nunggunya enak, kursinya banyak ada mejanya dan colokan listrik di dekat meja mejanya, bersih banget, mesin cuci dan pengeringnya baru semua jadi pasti bersih banget nyucinya, dan yang jaga ibunya juga baik banget dan sangat membantu. next akan laundry terus disini👍🏻👍🏻 ||| Tempat laundry paling mantep di bandung kota, bela-belain dari moh toha ke tubagus cuma ngadon londry, tempatnya nyaman, bersih, rapih, dan yang pasti ibunya baik banget, love deh 🫶🏻 Bakal jadi langganan londry tiap weekend sih inimah 👍🏻 ||| tadi pertama kali nyoba nyuci di sini. Bersiih banget tempatnya, meja tunggu nya nyaman. ada teteh penjaga nya baik, bantu proses nya. ada mainan untuk nunggu. GAK DITIMBANG cucian nya. jd gak was was kitanya. bikin tulisan tanpa ditimbang deh di luarnya kayaknya bakal jd penarik juga. di samping ada alfamart, parkiran luas. cuma MINUS nya jd ada abang parkir. buat sebagian org malesin bgt klo hrs ada abang parkir. terus kan ini khusus qris ya, alangkah baiknya pegawainya di bekali saldo qris juga, kalau kalau yg nyuci lupa bawa hp atau apapun yg bkin dia ga bs pake qris. jd customer bisa bayar cash ke pegawai, dan londri tetap dapet income. saran aja, bikin tulisan GRATIS PARKIR lah khusus londri mah. hihi sukses teruus ||| Tempatnya bersih, yang jaga ramah, dibantuin seputar settingan dan cara nyucinya juga. recommended ||| Duh the best ini mah laundry self services nya, mulai dari tempat bersih dari environtment dan mesin cuci nya, ibuk nya baik banget juga ramah banget dibantuin makasih buk sehat selalu. Pertahankan pelayanan ini ❤️ Saran: dikasih usb cabe yg universal buat charge jika pengunjung gak bawa charger atau sewa juga ga masalah ✅;5;1;Tinggi
spotec || 3hhx v7q jl astana anyar;Spotec;4,9;11;3HHX+V7Q, Jl. Astana Anyar;Kota Bandung;Toko Sepatu;Barang ORI bukan premium, jadi kualitas TDK perlu diragukan lagi ||| selalu jadi favorit saya, produk lokal harga murah tapi kualitas sama dengan sepatu produk luar negri, mulai dari sepatu badminton, running n basket, smua saya beli di sini ||| Apakah toko ini masih buka/beroperasi saat ini? ||| Perfect pokonyamah 👍 ||| Kwalitas sepatu bagus, berbagai fasilitas sepatu juga ada dan harga terjangkau.;5;1;Tinggi
starting lane running store concept toko sepatu olahraga lari original bandung || jl gandapura no 73a;Starting Lane Running Store Concept (Toko Sepatu Olahraga Lari Original Bandung);4,9;2437;Jl. Gandapura No.73A;Kota Bandung;Toko Sepatu;Pelayanan ramah, detail dikasi rekomendasi kalo kita perlu kebutuhannya apa aja ||| Ga perlu nge mall buat cari running apparel, disini lumayan lengkap. Godaan diskon apalagi 🫶🏻 ||| toko komplit, harga terjangkau. sukses selalu starting lane bandung! ||| Gak tertarik sama tempat lain untuk belanja segala sesuatu yang berkaitan dengan olah raga. Cukup ke Starting Lane saja, selain lengkap penjaga tokonya juga ramah-ramah ||| 10/03/2026;5;1;Tinggi
starting lane running store concept toko sepatu olahraga lari || paskal 23 sebelah ichiyo rame jl pasir kaliki no 1b;Starting Lane Running Store Concept (Toko Sepatu Olahraga Lari);5;1189;Paskal 23 (Sebelah Ichiyo Rame, Jl. Pasir Kaliki No.1B;Kota Bandung;Toko Sepatu;Selain tempat beli sepatu, beres lari bisa langsung mandi jg dsini, fasilitas shower dan colokan sangat membantu sekali untung yang males pulang dan harus pergi ke acara lainnya. Membantu banget saya sbg warga kopo yang jauh klo harus pulang lg 🤣 ||| pengalaman kesini di layani dengan sangat ramahh oleh kakak olivia, perlengkapan buat lari nya segala ada terutama disepatu, meskipun beberapa kali coba coba dulu tapi tetep dilayani dengan ramah tanpa ada merasa risih karena masih nyoba nyoba nyari yang cocok. rekomendasi banget buat temen temen yang suka larii carii sepatu nya bisa disini dijamin harga nya friendly tapi kualitas nya mantul apalagi dilayani dengan sangat membuat kita nyaman, terima kasih kakak olivia udah bantu saya cari cari sepatu yang cocok🫰 ||| Pilihan sepatu lari di sini lengkap banget, baik buat pria maupun wanita. Aku jadi semangat buat latihan speed training. 👍 Pelayanannya juga ramah, bikin betah belanja. Pasti balik lagi! 👟✨ ||| Kalau buat kelengkapan sepatu, apparel, dan fueling goodies starting lane udah paling lengkap dan gausah diraguin lagi ||| Pilihan sepatu nya ga kalah banyakk. Bagus bagus. Pelayanan nya ramah. Terimakasih buat ka gia dan ka aldi telah membantu saya memilih sepatu yang cocok;5;1;Tinggi
stationery bandung || jl cikawao dalam i no 35f;Stationery Bandung;4,6;34;Jl. Cikawao Dalam I No.35F;Kota Bandung;Grosir alat-alat tulis;Pelayanan ramah, harga barang grosir nya terjangkau rekomended pokoknya ||| pelayanan nya ramah,harga nya pun lumayan murah buat,dan pengerjaan nya rapi.. ||| Kualitas produk bagus, CS komunikatif & fast respons. Bantu secara detail dan cepat. Rekomen banget ||| Kalau mau order souvenir kaya packaging lucu-lucu atau buat tas make up dan lain-lain mending order di toko ini aja, murah terus bagus lagi. ||| Bakal repeat order terus ke toko ini pokoknya, barangnya murah banget....;5;1;Tinggi
stevitri elegant handmade shoes || jl sukanagara no 63;Stevitri | Elegant Handmade Shoes;4,9;17;Jl. Sukanagara No.63;Kota Bandung;Toko Sepatu;"Kualitas material sepatunya bagus, desainnya keren, detail pengerjaannya rapi, heels yg nyaman banget dipake berjam-jam. Udah beberapa kali beli Stevitri Shoes ga pernah kecewa 😊 ||| Setelah cari kemana-mana, ga ada yang bisa benerin sepatu gue (lepas talinya). Stevitri Shoe Repair emang yahud, bener juga akhirnya. Recommended banget. ||| Kalau ngebenerin sepatu disini, pokoknya the best lah. Mulai dari pelayanan, hasil pengerjaan, ketepatan waktu, semuanya on point. Harga juga oke. Sepatu Docmar saya, yang asalnya warna pudar dan banyak sobekan, dibawa ke ""Stevitri Workshop"" jadi mulus kembali haha. Jazakallah Khairan 🙏🏻 ||| Sepatunya keren” dan yg pasti sesuai ukuran ny dengan kaki aku, secara ni kaki panjang sebelah hehehehhe 😄😄 ||| Recomended brand 👍👍👍";5;1;Tinggi
store ivan gunawan prive || jl cikapayang no 3;STORE IVAN GUNAWAN PRIVE;4,9;45;Jl. Cikapayang No.3;Kota Bandung;Butik;pilihan outfitnya banyak, pelayanannya baik ||| Koleksi nya bagus dan berkelas.. dibelakang store ini ada cafe nya yang nyaman juga ||| Storenya nyaman, pelayanan ramah dan helpful, harganya bajunya paling murah 1,5 juta. ||| Pertama kali datang dan sangat berkesan dengan kreasi Ivan Gunawan 👍 ||| Tempat strategis mudah di jangkau.;5;1;Tinggi
strawberry salon cikutra beauty bar || jl cikutra;Strawberry Salon Cikutra (Beauty Bar);3,7;18;Jl. Cikutra;Kota Bandung;Salon Rambut;Ga worth it. Masa potong rambut doang 70rb. Kocak sama harganyaaa.. Di salon lain 40rb udah di kramas, dipijat ,potongan rapih, dikasih vitamin di catok. Disini dateng disisir langsung dipotong rambut terus catok.. Bukanya rambut jadi bagus. Malah rusak ||| Aku udah sering nyalon disini dan pijitannya enak catokannya pun suka puas tpi hari ini aga kecewa nyatoknya kaya ngasal bgt (kayanya bukan tth yg biasa deh), baru di colok udah langsung nyatok mana ngambil rambutnya banyak2 , sampe rumah jadi harus catokan lagi ||| Menurut ku sih blow nya bagus,pelayanan juga ramah,harga standar Mungkin klo ada yg bilang kemahalan,bukan target pasar dia ||| kemahalan ngasih harga untuk kualitas & tempat untuk sekelas salon pinggir jalan yg ga ada parkir mobil dan kualitas yang kurang oke (hair extension belum 1 bulan lem nempel ke rambut asli sampai rontok & bentukan lem tidak rata dan besar) better ke salon yg lebih proper aja untuk harga segitu (anata/novelly) kualitasnya oke & pelayanan lebih oke ||| hari minggu kemarin kesini buat haircut ternyata pelayanannya sat set banget, aku ga expect sampai dihandle dua orang. pijetnya pas dan enak, haircut sesuai request, wanginya awet. dengan harga segitu sangat worth it sih kirain bakal 150rb ke atas. kakak staffnya juga ramah, bakal jadi langganan 😼👍🏻;5;1;Tinggi
strawberry salon gatsu beauty bar || jl gatot subroto no 309;Strawberry Salon Gatsu (Beauty Bar);3,9;111;Jl. Gatot Subroto No.309;Kota Bandung;Salon Rambut;lelet bgt ya Allah.. bayangin potong rambut 2 jam, keadaan kipas nya rusak jd gerah... pas ditanya “masih lama ga?” jawab nya “bentar lagi kok” trs make alesan pegawainya izin kerja, menurut lo apa hubungannya sm gue? ga peduli sumpah itu kan bukan urusan gue, gjls, mana abis itu disuruh naikin paket biar di handle sm wulan, wkwkwk kocak kocak. ☺️☺️☺️☺️☺️☺️kl ada bintang 0 mau kasih bintang 0 ||| gjls bgt psng hair extension ambil yg premium yg paling tebel tp setiap helaian nya beda” ada yg tipis bgt!! gatau ini bnrn dikasih yg premium atau gk tp jujur kecewa!! gatau deh nyampe 100helai atau ngga. pelayanannya kurang. ||| gjls extension rmbt nya super tipis . bulan lalu istri saya ke salon strawberry pdhl bayar mahal sekitar 950rb pdhl katanya milih rambut yg biasa tp tidak terlalu tipis, pas dipakai per helai nya tipis banget!! nyesel bayar mahal disini kasih bintang 1 maaf ya buang buang uang disini🙏🏻 tipis banget per helai nya kaya nya 50 helai dibagi 2🙏🏻 pake nya aja malu ||| Pantes makin sepi soalnya makin mahal gak jelas :( ||| ⭐⭐⭐ Pelayanannya ramah dan proses potong rambut dilakukan dengan teliti. Namun hasil potongan kurang sesuai dengan yang saya minta, dan masih ada beberapa bagian rambut yang terlihat lebih panjang sehingga kurang rapi. Semoga ke depannya bisa lebih memperhatikan detail hasil potongan. Terima kasih.;5;-1;Tinggi
strawberry salon mochamad toha || jl moch toha no 413;Strawberry Salon Mochamad Toha;4,7;178;Jl. Moch. Toha No.413;Kota Bandung;Salon Kecantikan;Pelayanan ramah, mbanya paham model rambut yang cocok, saya kebetulan dapat promo 120k sudah termasuk creambath, potong & vitamin rambut, kalau mau boleh booking dulu soalnya suka ngantri 👍 ||| taun kemarin potong di sini hasilnya bagus bgt memuaskan jga, makanya balik lagi. tp setelah balik buat potong d sini hasilnya ngga bgttt, jelekkkkk, poni aku pendek sebelah trus ga sesuai request an juga, pdhl ekspektasi aku uda tinggi ||| kecewa saya pngn potng rambut di sini saya sudah tunjukin potongan rambut kya yng di fto ,malah di potong nya beda tdk sesuai expetasi kecewa bngt ga skli2 lg ke sini ||| Rekomendasi banget salonnya dari awal dateng sampe selesai kakak kakaknya ramah lembut dan bikin nyaman aku ambil curly hasilnya bagus keritingnya rapi dan tahan sampe 2 harian terus sekalian coloring juga warnanya sesuai yang aku mau rata dan dikasi vitamin rambut juga free coloringnya juga ada garansi kalo ga puas kedua kalinya aku ambil hairmask juga pijitannya enak pas bikin rileks jadi makin betah enaknya lagi pelayanannya konsisten overall puas banget bakal balik lagi dan rekomen ke temen temen 💗 ||| Sangat rekomen salon ini pelayanan nya jg bagus c tth nya baik ramah, Dan smothing disini juara bagus sekali. Ga expect bakal sebagus ini;5;1;Tinggi
strawberry salon sukajadi beauty bar || jl sukajadi no 72;Strawberry Salon Sukajadi (Beauty bar);3,9;59;Jl. Sukajadi No.72;Kota Bandung;Salon Kecantikan;Terbaik sih, tempat nya bersih nyaman, pegawai nya ramah2, request potongan rambut sampe saat ini blom pernah gagal, hrga murmer tapi kualitas jempol abis,, aq selalu rekomendasiin salon ini bwat temen2 ||| pengalaman aku ke salon ini nyaman kaka kaka nyaa pada ramah ramah potong rambu si sini sangat bagus banget harga wort it cuci potong cuma 110k puass bangett hehe ||| Beli hairclip di sini bagus banget pokonya langganan potong nya juga sesuai request Kaka Kaka nya pada ramah hehe pokonya langganan banget ||| Potong disini sesuai dengan req yg aku mau, disambut dengan ramah ramah bgt sama kaka kakanya, best pokoknya ||| Kaka nya sangat ramah ramah potong rambut nyaa sesuai request harga wort it pokonya puas banget;5;1;Tinggi
