"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewContext/Grup perjalanan","reviewContext/Jenis perjalanan","reviewContext/Layanan","reviewContext/Negatif","reviewContext/Positif","reviewDetailedRating/Kamar","reviewDetailedRating/Layanan","reviewDetailedRating/Lokasi","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewImageUrls/48","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"Alesha Car Audio57","5","Pelayanannya ramah dan cepat tanggap, teknisinya profesional tapi tetap santai. Pemasangan rapi dan hasilnya bagus, audio mobil jadi lebih nyaman dipakai. Puas dengan hasilnya.","2026-01-25T01:48:29.762Z","0","Wulan Srirahayu","2","false","2026-01-25T03:23:00.000Z","Terimakasih sudah mempercayai pasang audio di aleshaaudio57 🙏","id","4 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2t0amMyWkNOV2RFU1VWbFNuaGhjbXB0YVZoT2QzYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn3qewtOUmQqmq3PPYMOkj_xt82Vx3jzbQe5jrQX6S0Kj5IfGQA6lUfqS4eUkuD_epDWCc4zzCJxS-AaBrzbShBpFC5g-_iK33BvNSokFIat7yYppDVGWqU7i602G9xYh_Gn7kWRUTudsNM=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t0amMyWkNOV2RFU1VWbFNuaGhjbXB0YVZoT2QzYxAB!2m1!1s0x0:0xdc4d0d8ab2654980!3m1!1s2@1:CAIQACodChtycF9oOktjc2ZCNWdESUVlSnhhcmptaVhOd3c%7C%7C?hl=id","103274101685960237954","https://lh3.googleusercontent.com/a-/ALV-UjWeQ9AwadVUyEYCCAiWvDcMdz2j5p3fAY1ZCV0OcKDbqOnxvh_N=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103274101685960237954?hl=id",,,
"Alesha Car Audio57","5","Kualitas mantap harga bersahabat, pelayanan ramah pengerjaan rapi dengan teknisi yg handal","2026-03-10T13:03:21.534Z","0","Deden Gunawan","2","false",,,"id","3 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2sxc2JFbEtjbDlYWm5aMmVGUlZjM2hzY21NelFrRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn0FtA_4JwdgI-y12nBxrzmv6c_8UP6ZrTlX29H8vK9hF6Mq-keF_Q1h387ggi1QVf5lcNcoBZqiiMtNoTuk78AGQLZ4sM8yxFMJvk-1IGS3wi9b_fMjoQ1rFqwTdk5FozGXagKpudK4Yx_C=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0y6jDNqa5841zLksdO-P7u4lZbpCT-UPl5-pIR-69aDUV4ogyXb0K8Okl78XMNyLlsP8e2L9sxUT7nfLOoqrVOt8SEKjC1h66OfOsC_-woH7pd_RPsxt9B40-gNBLJzSuD2W381OTTtKN-=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0TL7cyIAzQ4seKWiYLJNgNt4encu1XNUyA6tXcYg9ICw1B67UsliAXeuEWkH0EWJ3eHKVr7OLF9d2McMBKMHH75_kbHZctx1m5WyAi-jZdw5uxVJNwxDS311hHALYSy_AU8IBojchdwgKA=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2sxc2JFbEtjbDlYWm5aMmVGUlZjM2hzY21NelFrRRAB!2m1!1s0x0:0xdc4d0d8ab2654980!3m1!1s2@1:CAIQACodChtycF9oOk1sbElKcl9XZnZ2eFRVc3hscmMzQkE%7C%7C?hl=id","116763923777677804349","https://lh3.googleusercontent.com/a-/ALV-UjWjUpW3Z1AiE-NTJqRWu_B2fOVTMwyyA2NTDg1my7TTXSzpaFg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116763923777677804349?hl=id",,,
"Alesha Car Audio57","5","Pemasangan rapi, nggak lama nunggu, teknisinya juga enak diajak ngobrol. Overall puas, recommended  bangett harganya juga bersahabat sebanding sama kualitas","2026-01-18T13:29:42.871Z","0","Vira Aprilia","2","false","2026-01-18T13:33:14.000Z","Terimakasih sudah mempercayai pasang audio di aleshaaudio57 🙏","id","5 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2pCSmFsaFBWREpsZWtKRU1rZHpWekl5ZGxkdFRHYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn2I4ynYXSpQjGdGnd9N6EfAE_4tpufIUzfzEiTY2y-qODF51QcgoQmkKZQ_hOGJvCzdRJbDLQ64HzL_m0SpEtWE7S_toM-CyhvFcTmI9gcWoz-JbD3d8uR7cc5BriOrbOX_6WDKQJn8uhU=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCSmFsaFBWREpsZWtKRU1rZHpWekl5ZGxkdFRHYxAB!2m1!1s0x0:0xdc4d0d8ab2654980!3m1!1s2@1:CAIQACodChtycF9oOjBJalhPVDJlekJEMkdzVzIydldtTGc%7C%7C?hl=id","101226383021600371356","https://lh3.googleusercontent.com/a/ACg8ocJ20EIM9vmw_IU1sRRU-_39DvTdQ7z9sIdviun2FziuyRVysuw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101226383021600371356?hl=id",,,
"Alesha Car Audio57","5","Kualitas 100%  baguss tidak akan mengecewakan gass barudak","2026-01-18T01:08:09.028Z","0","Idham naser","2","false",,,"id","5 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xabmR6RXhUbU0xYm5aeU9FRk9jVGRYWldzNVUwRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn2hmV9s9Sl9anPP8-CYwqrDxI4P_d1BEezNkAamuWXBKIerbVlldPFzVLKfh6-v7ULeK1lFXAYu_Ok68nircDj4KKN4nl_t9QY5iVDpXO-eVOHAA6RDGkj8FofBIZJ0YKZiqM3lfRKQx53q=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0XXPFb8uDUejPEPO2umkVVoaU108f5x6cLq1kbaLbpcwKIt7E9huKAerQadxmbRI3R2SC9TKyEhsrJUex_foWII0Cd7h40UmTg2hrPfXrSq2I9esFOlB-E0yAssDuNQiyA8hE6C5z7u3UB=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3itJ0dp2PGNiwoQAz0yPLVamUzrjFPLKJpT8AdrpGclnkzNa_HX8qSeKopRsbtinCjJ-zff9RCA61GDENGVU2Iq-tPUHhfV_YaHB8-0U-5GOjPYadFS1OKDIMH3PyrxICo8uKPn145l3SC=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn37l_4ZrWDrAQTr00dTHXM5tGTXEilnXkMqIlNovGpALLNARPen2T_O5puoOKpzHCJJSIxz2bmpgs1lKDJbRQlXfTALVXziL6UyjNRNOvWeeXrvK4Uck0RdcanVMEk8kRkU_-Tte2LbqU99=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn27qloFZZoss2ukpCAAHaPeVAkjqVDTvULvIUyB46LG3uC3b3R7r60BDo2DLBK4P0PPeTHOV9RzUG7u_dl5Pv3RF9PsSOhF0yXAcpmG7MutomXDcO9MmMdYl-DbcpD7DHHisu0EII51sdc=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3QsZB-7kxZKy-LDiNy-Q01ar2VRwPA3FfswMK-YILOuJBtKr6-O7Z7RBfJahJjsomICn4bkLkMgzFtfYSP0fShiFfNLlElNap7Lg74ZUlFlByWn62wiIyHWLawuh-UoulNrkX9i-S_6e3l=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xabmR6RXhUbU0xYm5aeU9FRk9jVGRYWldzNVUwRRAB!2m1!1s0x0:0xdc4d0d8ab2654980!3m1!1s2@1:CAIQACodChtycF9oOlZndzExTmM1bnZyOEFOcTdXZWs5U0E%7C%7C?hl=id","103180222101985750473","https://lh3.googleusercontent.com/a-/ALV-UjVQnETz8VnT-vW1I7RYqOEuBsAYm3qw3y1SfjZVRFw6YD0ekrTE=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103180222101985750473?hl=id",,,
"Toko Aki Priangan Battery III","5","Ganti aki satset cepat, diberi saran yang terbaik, bapak & akang yg ganti akinya baik,
Fast respon balas chat wa, bisa di panggil ke rumah sekitaran daerah Bandung & Cimahi
Mantap!","2025-12-01T07:51:50.558Z","0","Adi Pradono","2","false","2025-12-01T10:02:26.000Z","Terima kasih🙏","id","6 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT25SQ05WcGphVTB6WlhaRVNFSk9kVlZSWDBsbWMzYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25SQ05WcGphVTB6WlhaRVNFSk9kVlZSWDBsbWMzYxAB!2m1!1s0x0:0x6449c43ef082162f!3m1!1s2@1:CAIQACodChtycF9oOnRCNVpjaU0zZXZESEJOdVVRX0lmc3c%7C%7C?hl=id","105890036224173023158","https://lh3.googleusercontent.com/a-/ALV-UjU8tPmGmy6D87lLbxPm8uIkpL9w1YmBeuOsnokJg1WqvQJGkdg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105890036224173023158?hl=id",,,
"Toko Aki Priangan Battery III","5","mantul, rekomen bgt, ditelpon pun detail ramah, cepat tanggap, sat set.. beres.. gak sampe sejam dari suami saya telpon, sampai terpasang accu baru di rumah. nuhun","2026-02-14T02:36:23.326Z","0","nina meilina","1","false","2026-02-15T02:22:09.000Z","Terima kasih, semoga awet dan berkah selalu","id","4 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT25aS2NtODVNekZNWVhGcmRqaHJOMDFJVEdJNWJIYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25aS2NtODVNekZNWVhGcmRqaHJOMDFJVEdJNWJIYxAB!2m1!1s0x0:0x6449c43ef082162f!3m1!1s2@1:CAIQACodChtycF9oOnZKcm85MzFMYXFrdjhrN01ITGI5bHc%7C%7C?hl=id","114890574278644802019","https://lh3.googleusercontent.com/a/ACg8ocIE_QsqWVq-os4cT2YdzrLNb0VqGhoAN_rgmzQq7UNBs_SPBQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114890574278644802019?hl=id",,,
"Toko Aki Priangan Battery III","5","Saya lagi luar kota, nginap di bandung. Eh pagi pagi mobil ga bisa di stater.

Telpon sana sini, banyak toko aki lain blm buka.

Tapi toko ini sudah buka pukul 07.00 di weekend.

ga pake lama, telpon, nego harga, diantar dan dipasang ditempat. Thx gan..

Respon cepat, harga kompetitif..","2024-05-11T02:18:12.365Z","1","dimas nugy","252","true","2024-05-13T11:00:36.000Z","Terimakasih, semoga berkah ","id","2 tahun lalu",,,,,,,,,,"ChRDSUhNMG9nS0VJQ0FnSUNUaEs0aBAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn0nhm3-u6a0OdiQqRmpyuLRSKIDIlpqAmpwOdVA1jgNkz__soiXFl1VmqngMzv8E2feoL3ClPBUMI4ph_ezmhtmccZgd5_IGzV2K8URHpQxsCX5yB5-hQ2FOIqd9VXmxEf3PqUYbQ=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChRDSUhNMG9nS0VJQ0FnSUNUaEs0aBAB!2m1!1s0x0:0x6449c43ef082162f!3m1!1s2@1:CIHM0ogKEICAgICThK4h%7C%7C?hl=id","106140996887168061615","https://lh3.googleusercontent.com/a-/ALV-UjWqzUmhNtiiXUWUG2K1ikMc0LqV80V_AD9nBPinfUl7V3KWP9A=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/106140996887168061615?hl=id",,,
"Toko Aki Priangan Battery III","5","Pelayanan luarbiasa ramah. Kereeeen
Rekomen pokonya, kalo ada perlu aki kesini aja.","2025-07-31T07:52:45.799Z","0","Gening Sugesty","2","false","2025-07-31T09:49:13.000Z","Terima kasih ulasannya 🙏🙏🙏","id","10 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2toRU1scHRhMG81VHpkaGJqRXpUa0ZTWXpOcmVIYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn34Bc4A4UoSbsG8X0VnRyUnprP_ZYeIs8vdfH9EhsYgY8ThXQXWJay9oNjoqW9SLI5vAuQjbybkx5TcVhC5Kbw3JpqnFyTyFwZe12PVpVHqGMGb0MMoeHvJ1pIEgcFwWMe9s4fWTSgyxUU=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2toRU1scHRhMG81VHpkaGJqRXpUa0ZTWXpOcmVIYxAB!2m1!1s0x0:0x6449c43ef082162f!3m1!1s2@1:CAIQACodChtycF9oOkhEMlpta0o5TzdhbjEzTkFSYzNreHc%7C%7C?hl=id","117824991793858125988","https://lh3.googleusercontent.com/a/ACg8ocIB9H8DcEcqB_9FF7t9YFtozEm5KnvOdvGFP3K3ukSFcTl29A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117824991793858125988?hl=id",,,
"Toko Aki Priangan Battery III","5","Terimakasih Sudah memenuhi Panggilan. Ceritanya mobil saya mogok di PVJ di cek ternyata AKI nya CC tinggal 2% akhirnya di ganti. Pokoknya ramah responsif dan handal. Terimakasih saya di ajarin liat kualitas AKI mirip2 kaya saya lagi periksa Circle Count Batre iPhone 🙏😅","2022-05-24T15:17:21.573Z","0","Ahmad Zulfa Styabudi","10","false","2022-05-24T17:01:09.000Z","Terima kasih 🙏","id","4 tahun lalu",,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUQyczYzdFVnEAE","https://lh3.googleusercontent.com/grass-cs/ANxoTn21F7qyZXBtf7UkJlnJMBGYWZFvwHv8W7LDbsTsFsuo2uQYLum0CrVwG8cdnT3dFmLMePmStDgsmAnnKAqEaDhga_gO7U-dyRUhQiSNgV5He1cD98Yyn7f08Y8yphyqn1YTo1Ke=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQyczYzdFVnEAE!2m1!1s0x0:0x6449c43ef082162f!3m1!1s2@1:CIHM0ogKEICAgID2s63tUg%7C%7C?hl=id","114705434697359262994","https://lh3.googleusercontent.com/a-/ALV-UjWXaT_6fA9YrVJ9hiiD547fawW-SIpuNk7hF1vE93QXbYRXjass=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114705434697359262994?hl=id",,,
"Klinik Gigi Bandung: Passion Dental Care - PDC Melong Cijerah","5","Pelayanan sangat bagus dan ramah sekali, tadinya takut cek gigi tidak takut lagi karena pasti ditenangkan dan mengutamakan pelayanan konsumen","2025-12-22T03:34:46.419Z","0","Shintawati","7","false","2025-12-31T02:19:08.000Z","Dear kak shintawati

Terima kasih telah mempercayakan perawatan gigi kepada kami Passion Dental Care dan telah meluangkan waktu berharganya untuk memberikan review positif. Kepuasan pelanggan merupakan kebahagiaan dan kebanggaan bagi kami untuk melayani anda. Kami akan terus meningkatkan standard dan mutu pelayanan kami. Sekali lagi, kami mengucapkan terima kasih untuk feedbacknya, dan kami tunggu kedatangannya kembali kunjungan berikutnya.

Hormat kami,
Passion Dental Care
We Serve With Love,Passion & Care. 🙏😊","id","5 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2tJdE5DMVFhVUo0ZDAxMVdrVjVXRmhSUlVFNVFVRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn3kZLX81ftGXmi_U_Mu_Hb8FFD6XPxORKwzh5hFF1Od9ALKukNzP-CiKd7n-VLVjPqKRCQLsOI6ktVIMr-2NUjuVPTADOK6ChBXDAqH4rfRSCwjr9yyO6oJdfCa5g-MBdGOJTUIA0Nr3PA=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3MnbW4xug7gT2xxSYo4AVWwsKMMFNayAIK4SH4SNFGM3KYBD6shZ7mgyjMGm5Qgk62G0OMDuI6k2UeRtRl-7cnuNqCmvahQsLQNoYrkXL97e-FSGVNF7ct1T4Q_fUCT99_wbSacQJI09Q=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tJdE5DMVFhVUo0ZDAxMVdrVjVXRmhSUlVFNVFVRRAB!2m1!1s0x0:0xd54c0d703e5433b8!3m1!1s2@1:CAIQACodChtycF9oOkItNC1QaUJ4d011WkV5WFhRRUE5QUE%7C%7C?hl=id","117424060642127016799","https://lh3.googleusercontent.com/a-/ALV-UjW5V33wTRybX10GBNwsA-a14RJYZJRt798EbDcCZPT0Su6CYfBN=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117424060642127016799?hl=id",,,
"Klinik Gigi Bandung: Passion Dental Care - PDC Melong Cijerah","5","Alhamdulillah ada klinik deket rumah
Dokter dan semua staff nya ramah dan bikin anak2 nyaman periksa❤️❤️❤️","2026-03-01T04:02:28.985Z","0","azizah wannamah","6","false","2026-05-03T13:45:21.000Z","Halo kak azizah
Seneng deh bisa dapat respon positif dari kamu! Terima kasih ya sudah mempercayakan perawatan giginya di Passion Dental Care ❤️😊
Feedback yang kamu tulis sangat membantu kami buat terus ningkatin performa dan layanan Klinik Passion Dental Care, karena kepuasan dan kenyamanan pasien adalah prioritas kami!
Salam hangat dan sehat selalu! ❤️
Admin Passion Dental Care","id","3 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2pOTWFGQjBTbFphUkMxRlVqSktSRk5yYURCME4xRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn38IsDpeLZQhGYgyJv683Drkejkuk2fktah7dMCRAol0MiMiUowa1EzvlQcPkzGIGUbRMj6I4n2zFr1Hf7eE82f77hZTfiyAgj-P6hRstWaXwV7KHSkgxcJRqYvZD99X8WrNeHvQZ0y9SXB=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pOTWFGQjBTbFphUkMxRlVqSktSRk5yYURCME4xRRAB!2m1!1s0x0:0xd54c0d703e5433b8!3m1!1s2@1:CAIQACodChtycF9oOjNMaFB0SlZaRC1FUjJKRFNraDB0N1E%7C%7C?hl=id","100099468830681520513","https://lh3.googleusercontent.com/a-/ALV-UjWM9_EoMXMgcSgd-XKrXG5sD0nW-r976hkRm7nSFY8fIwtZRPM=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/100099468830681520513?hl=id",,,
"Klinik Gigi Bandung: Passion Dental Care - PDC Melong Cijerah","5","Si kecil diajak kedokter krn gigi udh ungger, dr rumah udh ga mau anaknya, eh pas dateng ke Passion Dental Care, dan ditangani oleh dokter Ilham, pencabutan giginya ga kerasa padahal cabut 2 gigi. Perawatnya dan dokternya juga ramah banget , maa syaa Allah
Alhamdulillah, berjalan lancar.
Terima kasih Passion Dental Care","2026-03-08T13:31:37.398Z","0","astri mariawati","7","false","2026-05-04T07:51:16.000Z","Halo Kak Astri,
Terima kasih ya sudah mempercayakan perawatan gigi kamu bareng Passion Dental Care! Senang rasanya kamu sangat menikmati momen merawat gigi bersama kami ❤️😊
Terima kasih juga untuk ulasan positifnya! Semoga feedback yang kamu berikan bisa membantu kami untuk selalu meningkatkan pelayanan yang nyaman dan berkualitas untuk seluruh pasien! Kami tunggu kunjungan kamu berikutnya ya!
Salam hangat ❤️
Admin Passion Dental Care","id","3 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT214ZlMyVTVRVFp6TTI1TWEzRjFZMTlpV1c1TmVtYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214ZlMyVTVRVFp6TTI1TWEzRjFZMTlpV1c1TmVtYxAB!2m1!1s0x0:0xd54c0d703e5433b8!3m1!1s2@1:CAIQACodChtycF9oOmxfS2U5QTZzM25Ma3F1Y19iWW5Nemc%7C%7C?hl=id","113610103184898524496","https://lh3.googleusercontent.com/a-/ALV-UjVNIHRrlitvqgh16BmjpYt6MHN-AJi91-gkCI9dP31-IlD2oUE=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113610103184898524496?hl=id",,,
"Klinik Gigi Bandung: Passion Dental Care - PDC Melong Cijerah","5","Pengalaman pertama scalling di sini tempatmya nyamam,pelayanan nya memuaskan dokter dan asisten dokternya sangat ramah dan menjelaskan dengan sangat jelas bahkan di berikan pr untuk pemberitahuan perawatan yang harus di lakukan🙏🙏","2025-12-29T13:16:33.938Z","0","Pitri supega Elpani","2","false","2025-12-31T02:22:32.000Z","Terima kasih telah mempercayakan perawatan gigi kepada kami Passion Dental Care dan telah meluangkan waktu berharganya untuk memberikan review positif. Kepuasan pelanggan merupakan kebahagiaan dan kebanggaan bagi kami untuk melayani anda. Kami akan terus meningkatkan standard dan mutu pelayanan kami. Sekali lagi, kami mengucapkan terima kasih untuk feedbacknya, dan kami tunggu kedatangannya kembali kunjungan berikutnya.

Hormat kami,
Passion Dental Care
We Serve With Love,Passion & Care. 🙏😊","id","5 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2pCdlVWOXhUalU1TTB4VE5FdFJaSGRGUmxOZlNYYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn2QhFlgJn5LW5LG87rBt8IVxzhMaWBuNN-pPl4ggrZITyohmcfJjX92qzQq1-t91DXuhwgdLg-UoSE9-BcjnvcJcjyCrjeFGyVAdlF72rn5k_GD5i8HFQGhS1pOrzYPlTmUa1Ebba7XG9o=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCdlVWOXhUalU1TTB4VE5FdFJaSGRGUmxOZlNYYxAB!2m1!1s0x0:0xd54c0d703e5433b8!3m1!1s2@1:CAIQACodChtycF9oOjBvUV9xTjU5M0xTNEtRZHdFRlNfSXc%7C%7C?hl=id","113300179812315760772","https://lh3.googleusercontent.com/a-/ALV-UjWXc9TTJTO0R8MgrIFFJRw6_WR2Cm0MD7omxKR6FGHemNCpYO0=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113300179812315760772?hl=id",,,
"Klinik Gigi Bandung: Passion Dental Care - PDC Melong Cijerah","5","Pelayanannya sangat baik, baik dokter maupun asisten nya sangat ramah dan pada saat tindakan tidak sakit sama sekali, sayangnya belum menyediakan obat, jadi harus ke apotik lagi. Tapi gapapa tetep bintang 5","2025-11-12T15:53:15.611Z","0","Widianti puspita","3","false","2025-11-17T09:07:00.000Z","Dear kak widianti

Terima kasih telah mempercayakan perawatan gigi kepada kami Passion Dental Care dan telah meluangkan waktu berharganya untuk memberikan review positif. Kepuasan pelanggan merupakan kebahagiaan dan kebanggaan bagi kami untuk melayani anda. Kami akan terus meningkatkan standard dan mutu pelayanan kami. Sekali lagi, kami mengucapkan terima kasih untuk feedbacknya, dan kami tunggu kedatangannya kembali kunjungan berikutnya.

Hormat kami,
Passion Dental Care
We Serve With Love,Passion & Care. 🙏😊","id","7 bulan lalu",,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2tkSGNVaGlabkUzUTFWMmN6VnlNRFZKWkV4aVdIYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tkSGNVaGlabkUzUTFWMmN6VnlNRFZKWkV4aVdIYxAB!2m1!1s0x0:0xd54c0d703e5433b8!3m1!1s2@1:CAIQACodChtycF9oOkdHcUhiZnE3Q1V2czVyMDVJZExiWHc%7C%7C?hl=id","110991972302454923225","https://lh3.googleusercontent.com/a-/ALV-UjXU4ONeFM-U1nRsSZm8KcZ_nfPbKlo0GiRlWP2oDRTLgW5rUELo=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/110991972302454923225?hl=id",,,
