"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewContext/Layanan","reviewContext/Negatif","reviewContext/Positif","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewImageUrls/38","reviewImageUrls/39","reviewImageUrls/40","reviewImageUrls/41","reviewImageUrls/42","reviewImageUrls/43","reviewImageUrls/44","reviewImageUrls/45","reviewImageUrls/46","reviewImageUrls/47","reviewImageUrls/48","reviewImageUrls/49","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"Apotik Surya Bunda","5",,"2020-10-04T11:24:12.829Z","0","Soleh Ceisya","3","false",,,,"5 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSURDeGRtRE13EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDeGRtRE13EAE!2m1!1s0x0:0x3322f3747e255453!3m1!1s2@1:CIHM0ogKEICAgIDCxdmDMw%7C%7C?hl=id","105254280272061001318","https://lh3.googleusercontent.com/a/ACg8ocK5_0EahBg9zrsAZnDxy1-juoW_fOhzmPTx1n0SmRM3ipTTqA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105254280272061001318?hl=id",,,
"Apotik Surya Bunda","5",,"2019-06-30T03:53:12.084Z","0","Arman Maulana","91","true",,,,"6 tahun lalu",,,,,"ChdDSUhNMG9nS0VJQ0FnSURrcWZuX2xnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURrcWZuX2xnRRAB!2m1!1s0x0:0x3322f3747e255453!3m1!1s2@1:CIHM0ogKEICAgIDkqfn_lgE%7C%7C?hl=id","103263894123473099489","https://lh3.googleusercontent.com/a-/ALV-UjX8fkasgui1yd5qS4j1GEWsl1OGgvmAas-4mrNj39s2z2sFPCU=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/103263894123473099489?hl=id",,,
"Klinik Asri Husada II","1","Ga ramah, pendaftarannya aneh bisa sampe kelewat gitu ga profesional ,disuruh liat di aplikasi malah makin mundur dr no 40 jadi ke 55 udah nunggu 2 jam ,","2026-05-29T08:06:04.674Z","0","Putrisri Handayani","5","false",,,"id","2 minggu lalu",,,,,"Ci9DQUlRQUNvZENodHljRjlvT21kTlJGZGljVmhwYmxCUldFNVJiekUxVUROMmJtYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21kTlJGZGljVmhwYmxCUldFNVJiekUxVUROMmJtYxAB!2m1!1s0x0:0x16effdedb9d6ebbe!3m1!1s2@1:CAIQACodChtycF9oOmdNRFdicVhpblBRWE5RbzE1UDN2bmc%7C%7C?hl=id","114299062204840359565","https://lh3.googleusercontent.com/a/ACg8ocLNStlCkBBk00TvSYfGeU73FViySwlN2HAiRMUrrSEbJ2GW3O0=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114299062204840359565?hl=id",,,
"Klinik Asri Husada II","5","Pelayanannya sangat baik dan ramah. Tempatnya cukup nyaman dan bersih. Dokternya bisa diandalkan.

Ada pelayanan dokter umum, dokter gigi dan apotek. Pasien BPJS diterima dengan Baik.

Apoteknya cukup lengkap dan harganya gak neko neko.

Buka dari pagi sampai sore.","2024-01-08T18:06:20.944Z","3","Baba Jaka","230","true",,,"id","Diedit 2 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSUR3OE5mQmVnEAE","https://lh3.googleusercontent.com/grass-cs/ANxoTn25xRnoRVenLH-xG2rZ-eIbMBjGnhZsmxcMGoBqG8e1pf2967FYO4oLaHE7VFY0tl65prTuU1XtYRlLFr-NkwQ5J6LlJNO3v61JckKkOtg26uA_fuQQkql-Ip1MGtL5WzRW0SpU=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1iAY30z1WJp2Tihegma9DfLwV6vgMRZp6a8EjU9jzqJCG_x8S-1RR7hI65SRdY6pxb6FcHjCNxeAxR1F9JPjJBPkjenYcj4XsiDKJ76LLDNVTzVoOO_6odFSgPTVxsJYtGoXw=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1oqNlRfBmoU_-MkekJCU7hD7icLpDje3OqAvtJ9s3m8dxMftfsBs_-pcwxLfFvlaE564GKbo3z6D2lG2E-FKBgtgT9ntPVjMhK_1wl2aGB-L-E8FUgcPc8evmEGrd3328oSS9z3w=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn22afr9D7Vt11X_ACh69HrRThj5lDDGsfDd2Y3OZeF4cCCBBF4xy3pURfdu7m1geSJaPhzzKshCQmTdiYJUwfJH20O4SV821fY--WgqDiKtgJByrQeLQR01AQG3JW9lWD7jKVo=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2LXJwuW3dMNXJKd97tkdzO8TUiP9bu7cyZJrYeAs3XCZ_j4TVmx5vyup6YH4tlW9kueSJy_Vq8czvIBQzmGOTsO1QwH0I7N6ufMzE8gloA1WYtb_HvPHMWh7cQC00aqPN5OSsQfQ=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3Dfu-C19G0CyIeff3EMJRhIPHvMVtmKTQkRLWSMZke4yJt17hwuyt4NKd-RiidjzbrITZ7zU11mbn7RsgfwVQGM_XhFNHpnnW6CZsSkubR0gIEePi60TuYn6o4m8ZQr_32r3k4=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1F43HGlHVBfyWCFhv_d1Orueujsx_ga4U1m3RbmLQfcKkfciuHKPiBNuCgAnT6_MXRJ7EPp75sWTT7X1XIZyKMFjleZEP7ynS4TSpE1Y_3phrz6tV_ivgJyUS6wbWrAlHWAoP9rg=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3cQXZMUIimpB-Io9xNa7yj65ch6ZkANhBYbdG3DnVjyrNYEUPiQlrn1aKQis8LEOcP8Tso69GROr8LHpOtNbdnwbruaNq0FqQlt-Wd_lx-3I5-5U4O9OAeyuuC7BqLrqFhm1Bh=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1GZpSfoqTNYnldmHVtdbfO1VlRazsV8XEUnNuB1f9XvMLuZ-visQKpxehzp3fPl1HgZl0uiYLv3GGD4aCuk7s-zVQnFjVcGv7WBovgYeIVjbyuYCAkDCrmC-IKhV7yHoDvh7GwRw=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3x2zlZ0PTUed_zEJ81WwGcek77R_NsL0HHIboffBKg5Ub9ayKkpzDcfan5Kqa9jeTHKw8OMYMe3J7L2M0FHn5svII0LlYE8ub9h-gcA2ZPKIiBTXMI0jffHyWggz2WVnriLfA=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn11jJUyC3-HfQuYD-PQtM6QyUPwpJ4etx-mmRpTY73ORlKXUtqP6A8yyXqaj_aqScIphMjKBKLcsmqCq3LpLuzIbwYv-ZjwTLYKL_Q1g8ah0GkdragXCbBkjq9JG6QfkOVhR4wD8Q=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2NRk6WCdWmswUDKnlnGQScQ8QYZuZRRpmCx26afiHdShiOgDxaXjyZMGyquRDUlDDD4rCxJ-YXUebdi-UudxTw0IJEQ_iMGxl6X6xyLfIwycFFuy4Gzw54V2jyYqilQRwDsX8=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0jn08NWhY1vNnw4E88ktzcf0pzeiQecsK3OyXXCsXpZfhnRDt9l3lCdwwK_zoDdrHRfpf9Dlg_frNHLWyqXkkKnhRoMjUaFHSqsa0HJmYjSex52No4qQvOBzbrHw9klWeJtHS-rg=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3n6ccVzjRn7QBCd5KbXG4sIY1WwUdH9isnQwzhEdY-9INE5fmMRMLzeRxEfmZWX9xp1zTDLPjOnu2ivgWv2iJx47mt_Wr072CKOSB85v5sxgvt7_S6tiBNL17PdFHUGoqbc8ob=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0s_id5dnw-oHvqhTeL8EdXkVokjSDb3HbY_xwegoBgsgYXdS9jhtflfTIkxiuKX6gAOwLy1a_DCXC_NOmpNrJWeb1G143giNA2ssRUD6ySTbE_anvHKQZqR9R7ZapgSC_hbeP4FA=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1N5ZVVm763TE87y_x7fb9WWLBDFIDkYPMQQJk6uCfhC3SDfm1VmTWmrfHDUKm_bLWezYlLoQH_2uttFNr76P3-8wSz97aHxEZp-av1LCRJ8rkp1oFLaWFK0Cu0R1IPlbaqM-4u=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3Z87Ri-lAD37ZPlPZGkPfBtUl4-S_Vv8vR152QXpjvquu9qjmgFYPj3fK9oEt9vIIiB39DOIsVzZKOjU6-3R-RoweblJ1oehFzf5547-zSPbDi_GV8nF6aK07kLsFAVM5G_W_5=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1bOfqNfN043d6s0Uloy_lRwJf4s8wlYWAJtpMhvMQz9K9A6jjFpdqWzNHarUj1rqP5hx7r9NCEvYTytZGIkKwtKAm7BuIIWGdeNR6V4ouznjyfFKNvbMduD3d0NEYNCnc9X8g=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3N_oQwXu8SQdOJl4n2E1Bua1rmH0p84Y-pT5ekLfiIg_P7QSqOC2GxLclSZdbuc2Ytd1mn2JP4KneVXero2dcDdugmA5j6csXmEydpcdfl-tPSZwoq0PqxVNrjV9MzMB3y3t3Twg=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2whcUuTpKi4PAnaXX6RAVjQqGK5ciAbVpV9Lv46W_TYfgM2S7HChS_OEYDon_uOsc5Z3SAxXGatyTVTDX4LQMnwM9NSue_yqiqiFfZ2B2W_FB1CYtO7P4pVXkwsrsLH9vX8Zlx=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2ePsY_kj6785EvAzVKlqVg5qAXW2a6kqsr7JO5BFEmSkZUeTyeSuI4H_dqYdK3vmayrQx6SwNCRStOrGgT208neybik08QteOGfBqH7hFa8OIqWHQ78y83zOTh0ix6taq3NoYMtg=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0TgVci0QUBqsh0L-h_XMpXk8ADSXqR8r4VDmVkxU3lggTuc3R-TLPeP8NWsoCWeBocOMRX-JfnsxDbU4pcZKO0g-AqJx1iJgJvE9XXrSLzCLIGPu2kQrHl7Lng2DNoIsIML1HL3w=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1cS5e8cZ78P-6xosC2tZzhpC30fxbot1F2nYUG3mKiuDyCHx7EcXthPfqf2JwwkewIiSW4acJrW6ejm9vQzp2xQbJnJXhMFyT2oPdQ33tCCr4s8Xoo9_pgrRH_gPvtYHwPgvA=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0NKR99lirRUYuAEAQONXTm7ZINtVujUgcbpvLszsYYxz23NRTNiq5HkY0KGxNn-171_rEc6AHFi_hLR8N6Gmw-Zt5QuXRlUHwfA-dCqFtIlSBL-OOcScXFkmAxQgDZNxoobxy7gw=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3ggnz81q1pMFQk1rvTEwLJX-kboH6Nn_jDxjKqK37n_sIN-u9bcef6gi1HDISnX7yAj61dnWmfVqfuoGsrW8YBuoUs1tcWc9aPdHGtrpWDL_eFWvyNeVIG9gQO-bPHL_yqk1E-=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2kvsWjhgLvRIfQM7bwMljiqiOKM3Ue_YbuDi_CUdHqasN-elc5x7nhOwihG1C11_amsry3ld_zyah62RGYOyinENE1hVjamTBIndrw9eZJtfa1l9VKZsHCRbdksandaJLCBz4Ctw=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1gmfXjRVV2msnDeaspbboou-LegHksEz6aApJaQbmssOFQgH9mqMDI1ZJVKucAwXbLN6Ow1JXte0ImhWU5EUwd6SRhA44GtVGbfNp7fur0UdwVnoY9mhWofl8gzbWIvaQFAOc=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3R2dDAkgABXu6EXl85sWtPmaiFovh2QUqUOLIQ0r13bMbRyuBpAcB7BAuDZyvNtEuf_IJL-IUVu-1yBlwAMRdnw3G02EjnmJvvHqYGmPoGSZ6vhbUSUPSvAQFRjSmMgWpHBfb5MA=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1BAm7vssvhMxiaEPj-O8Cq6xuyc4XR_-4yS6_zQVse7agJ571pKa5CKASkEka3EC9wMdcUmmD9og_VmmXdMe3_FfXfMrQGEV8a5MQ9A6gWeus6HnkIdNkctRbCnbcj__T9GHhq=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn23xBXQXNev8Gkz1FpT55KTMveyGRXl_YvYPwGbLPyrS4d_uTypiq30xS1v97sjpDlZm-oHfbVVCqG39w_wtsOcQgpbhiBUkwaOvplQmf3YXMrAGUjjbkCvbhkvIy0f7xir385ifg=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0SDjB5mtzU66wwzGVC05xE65M3CpvCAMStx059Fw-BYAv4MS6AvePkPgpoYJiQa8uhempzk8ES8OwJb9FOe3z7eyuJXSMrb50OWJQ78w67kd_agD8rFuHMIKGd6pvkPQZNyemF=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn3sGHXEZ15c-u-TF3MonhMfFB6_DRF4PUBTP3tD40jOMX0leow6D0AExK2h3d6O8avBICf-POjXMhGB9heQSpu3DMCSLymF8FIwEfqWu7o2CFJDlquyWo3ka8HGlLMfaEcSNIiGfw=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0TOI0cvh4Vcuc2xjkFyvk9f2HGImCjOQfygWWsWksq8ugKJPO2g6s_3l84Ym8hJuuXzg35flaWuFNhIWdAihQXPJ0svvd13WLoHLPlfvMfSXhIStTw7QaskcyiU74XxrxE0Xjp=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn17Hh-XTz62d0N2r8SSMergxObd8gi-4fizB5swNMbX9HhhXSGm0iJQk6mwXAcm2l_7zsWHDJQ_Oq_CrQddAePyIhQV1dTm9KONI746mFBXmmzTQrjC8xuFdbx_GMtHCGLG7_m2jw=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2CPhIO2bgYi-Ska90bN7UfDG_OPu8p-5-cASxMUjpSqI-SqchoggbifdzLa8QqgC_BKlVUFy8YlIuE0kUlsPhRE0nqLuxtrgncmvl2-SiaYW125Umi5IEFfhMazcS33OZoPWA=k-no",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR3OE5mQmVnEAE!2m1!1s0x0:0x16effdedb9d6ebbe!3m1!1s2@1:CIHM0ogKEICAgIDw8NfBeg%7C%7C?hl=id","105768920153396388119","https://lh3.googleusercontent.com/a-/ALV-UjXqnyXw4m1w8VPLTEyD8ZncA5h8tPpyRhyLw51JmGI-jbO7DwyP=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/105768920153396388119?hl=id",,,
"Klinik Asri Husada II","2","Saran aku buat owner klinik ini harus pasang CCTV yang bisa di kontrol secara realtime di setiap ruangan karyawan nya dinas, supaya tau kinerja mereka bagaimana.
Aku kesini cuma buat suket sehat (non BPJS) tapi dengan cara komunikasi, pelayanan nya lebih harus diperhatikan lagi sih..","2025-09-02T09:49:53.838Z","1","Dwi Juna Pratama","20","true",,,"id","9 bulan lalu",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xkMVFsTXlNMHRKYkhodFJsTnJaemR4ZGpkSE1HYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkMVFsTXlNMHRKYkhodFJsTnJaemR4ZGpkSE1HYxAB!2m1!1s0x0:0x16effdedb9d6ebbe!3m1!1s2@1:CAIQACodChtycF9oOld1QlMyM0tJbHhtRlNrZzdxdjdHMGc%7C%7C?hl=id","112764567608480434968","https://lh3.googleusercontent.com/a-/ALV-UjWhIxDAcXQETeFVLkAt1HcRgSg63XAWgNahAsNtD1ly45HMdIOF_A=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/112764567608480434968?hl=id",,,
"Klinik Asri Husada II","1","Bagian pendaftaran sampe  dr umumnya pada ramah👌 ,tapi pas ke bagian dokter gigi jutek parah gak ada ramah sama sekali di tanya aja jawabannya jutek males banget gak ada atitudenya ,baru kali ini bener""ketemu dokter gigi terjutek tuh dokter namanya dr ella!","2025-12-22T11:50:35.122Z","0","Lina Novita Novi","5","false",,,"id","5 bulan lalu",,,,,"Ci9DQUlRQUNvZENodHljRjlvT21ZeVIzSkxUMWhVYzJGeGRIWlVZMXB0YXpKV1NuYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21ZeVIzSkxUMWhVYzJGeGRIWlVZMXB0YXpKV1NuYxAB!2m1!1s0x0:0x16effdedb9d6ebbe!3m1!1s2@1:CAIQACodChtycF9oOmYyR3JLT1hUc2FxdHZUY1ptazJWSnc%7C%7C?hl=id","111374314210910857957","https://lh3.googleusercontent.com/a/ACg8ocKb2Kbvgj4Y4npwXePOYd0Lgjo2_WEtpCGfxh5K7XVjCteV3g=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111374314210910857957?hl=id",,,
"Klinik Asri Husada II","1","Kesal sekali karna sakit yg cm sehari jd manjang seminggu dan makin memperburuk sakit, krn menurut sy obat yg di resepkan nya krg cocok dgn gejala/penyakit dr pasien nya. Jujur, br kali ini pgn ngulas di gugel krn benar2 merugikan diri sy. Menurut sy, untk dokternya jg kl periksa pasien itu buru2 amat pdhl kl liat sikon klinik sepi, jd terkadang kt tdk diberi hak untuk berbicara apa yg dirasakan (hanya bs satu kata dua kata sj krn diburu2).
😀😀😀😀 sy sakit apa diberinya obat apa.. krn gk jls pemeriksaan nya jg seakan2 formalitas sj","2025-11-22T05:14:26.828Z","1","raazzr rq","2","false",,,"id","6 bulan lalu",,,,,"Ci9DQUlRQUNvZENodHljRjlvT21GbVVGaFFaakJ1WkZKRFJrMHRabGxOYzB0SVJVRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21GbVVGaFFaakJ1WkZKRFJrMHRabGxOYzB0SVJVRRAB!2m1!1s0x0:0x16effdedb9d6ebbe!3m1!1s2@1:CAIQACodChtycF9oOmFmUFhQZjBuZFJDRk0tZllNc0tIRUE%7C%7C?hl=id","102818323796856660635","https://lh3.googleusercontent.com/a-/ALV-UjXJMnanZhs7OWxt0kLnrvF_9r1QkGvdA9UaJ2YbozaJqNni-1Y=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102818323796856660635?hl=id",,,
"Service Motor","5","Saya suka dengan kerjanya yang gesit","2019-03-13T06:46:37.509Z","1","Kiwil Seacamp","72","true",,,"id","7 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSURvNUp5V1lnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURvNUp5V1lnEAE!2m1!1s0x0:0x542d733b0bcd3a48!3m1!1s2@1:CIHM0ogKEICAgIDo5JyWYg%7C%7C?hl=id","114131233684900238707","https://lh3.googleusercontent.com/a-/ALV-UjWK00AZ1msehKC5qtMoo5_HyRFLZZ-ls1PSOSrFR-a56D39BQNW=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/114131233684900238707?hl=id",,,
"Service Motor","5",,"2021-10-27T05:39:10.804Z","0","nanang erik","3","false",,,,"4 tahun lalu",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNHLXBqanV3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHLXBqanV3RRAB!2m1!1s0x0:0x542d733b0bcd3a48!3m1!1s2@1:CIHM0ogKEICAgICG-pjjuwE%7C%7C?hl=id","108884808157813513292","https://lh3.googleusercontent.com/a-/ALV-UjWLFjHjXfC7VihtXdtz6yXu2wgmE3sAd11RQ8LHHeRrfG-3_fI=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108884808157813513292?hl=id",,,
"Awank Motor","1","beli oli mesran disini 2 biji buat binter merzy belum sampe sehari pake motor tiba tiba ceket oli udah item kentel dan bau gula motor jadi jajan gede ini oli palsu kah","2025-08-17T05:39:45.344Z","0","A Azka","4","false",,,"id","10 bulan lalu",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2toS00yOVVVRTh6U0V0VWVucEZlV1V6U0RKS1YzYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn2P8BOM25-QuX3dqpb8CmJ6ERxV5tWe3v0sKrNI5UAbQJZDHTmVfQJ90oQ2U5E_IcX6cR7klT5IVdP4bqC3kvFBOa0nHcEWzCuBy4QcMxAPDSl4useS6GRBtRjiauXTq2IhqtMJvddGvHU=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2toS00yOVVVRTh6U0V0VWVucEZlV1V6U0RKS1YzYxAB!2m1!1s0x0:0x688d19cd8c2b1486!3m1!1s2@1:CAIQACodChtycF9oOkhKM29UUE8zSEtUenpFeWUzSDJKV3c%7C%7C?hl=id","103818990508208527917","https://lh3.googleusercontent.com/a-/ALV-UjXNSFXRIFQXzYm-RRdhVKJjv5kINh8sYe8Y-7WcgNuOTmmBLRUJ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103818990508208527917?hl=id",,,
"Awank Motor","5","Asli ini bengkel motor pinggir jalan yg recomen, pelayanan mekaniknya ramah2, walaupun tiap kesitu selalu rame, tapi rapi, cukup teliti, harga part dan servis terbilang murah, goodjob akang2 👏!","2025-02-15T04:29:29.871Z","0","Ahmad Djaelani","1","false",,,"id","setahun lalu",,,,,"ChdDSUhNMG9nS0VJQ0FnTUNnM04yem5nRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNnM04yem5nRRAB!2m1!1s0x0:0x688d19cd8c2b1486!3m1!1s2@1:CIHM0ogKEICAgMCg3N2zngE%7C%7C?hl=id","102737221367353310969","https://lh3.googleusercontent.com/a-/ALV-UjU5zvJ-Mw02XTgDtTurC0rXrkYNllob22jDY-PR80h6hB9KAGqw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102737221367353310969?hl=id",,,
"Awank Motor","5","Pelayanan ramah
Recomended banget
Terus pegawai yang bernama ivan sangat ramah
Murah senyum
Suka ngelawak
Gampang konek nya
Apalagi vixion nya mulus","2023-08-19T09:31:19.641Z","0","Dadan Sutiana","3","false",,,"id","2 tahun lalu",,,,,"ChZDSUhNMG9nS0VJQ0FnSURwc3ZLbFFnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwc3ZLbFFnEAE!2m1!1s0x0:0x688d19cd8c2b1486!3m1!1s2@1:CIHM0ogKEICAgIDpsvKlQg%7C%7C?hl=id","115669588571413355343","https://lh3.googleusercontent.com/a/ACg8ocIgPjGPKTvvt5KHl6TfqW7tIcWJsGJ8-chC63V3PV91Vto0aQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115669588571413355343?hl=id",,,
"Awank Motor","5","Matap bengkel nya bengkel juara
Pelayanan sangat ramah
Lengkap
Rapih hasil nya
Harga mantap

Bengkel recomended","2019-10-11T13:10:08.999Z","0","M . Zaidan","13","true",,,"id","6 tahun lalu",,,,,"ChdDSUhNMG9nS0VJQ0FnSUMwbTh1RndnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMwbTh1RndnRRAB!2m1!1s0x0:0x688d19cd8c2b1486!3m1!1s2@1:CIHM0ogKEICAgIC0m8uFwgE%7C%7C?hl=id","110302177424165690081","https://lh3.googleusercontent.com/a-/ALV-UjVqc1FPQMcHYShEPJv5Fi9a7_wjDUvciJ2CNXBls3HHb8nhYfb7=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/110302177424165690081?hl=id",,,
"Awank Motor","1","mekanik amatir + malas","2026-01-04T06:58:30.129Z","0","Ramdani","6","true",,,"id","5 bulan lalu",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2toNVRGSTBabTk1T1hRNWFGVjRkRFk1WWs1QlgzYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2toNVRGSTBabTk1T1hRNWFGVjRkRFk1WWs1QlgzYxAB!2m1!1s0x0:0x688d19cd8c2b1486!3m1!1s2@1:CAIQACodChtycF9oOkh5TFI0Zm95OXQ5aFV4dDY5Yk5BX3c%7C%7C?hl=id","106255400733224531053","https://lh3.googleusercontent.com/a-/ALV-UjU6fPLz1g-aKgSv2RZB0QDNSZx21MLZzqN53x6h0_3pnzJ_rTQt=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/106255400733224531053?hl=id",,,
