"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Bengkel motor/Iday Jasa Crom","5","4","Gg. Pancasila No.8","Kota Bandung","Jawa Barat","ID",,"+62 818-0429-6305","Akomodasi berlayanan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%2FIday%20Jasa%20Crom&query_place_id=ChIJwRyzdIfnaC4R4zXlaUhqZe0","Akomodasi berlayanan"
"bengkel motor pak uu","4","3","4J99+MMF","Kota Bandung","Jawa Barat","ID",,"","Bengkel Motor Elektrik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=bengkel%20motor%20pak%20uu&query_place_id=ChIJbe7Oz_3maC4RcqXkI3wbzIc","Bengkel Motor Elektrik"
"Bengkel Motor Pahlawan BAM","2","1","Jl. Sidomukti No.99c","Kota Bandung","Jawa Barat","ID",,"+62 22 2514545","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Pahlawan%20BAM&query_place_id=ChIJf8oHvqXnaC4RUcSbPRMmnCA","Bengkel Sepeda Motor"
"bengkel motor Cepi EMRT",,,"Jalan Batu Rengat No.rt 01","Kota Bandung","Jawa Barat","ID",,"+62 895-3290-72332","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=bengkel%20motor%20Cepi%20EMRT&query_place_id=ChIJNdCEIQDnaC4RHFH1WHAW5eo","Bengkel Sepeda Motor"
"Apotek sekeloa dan praktek dokter umum","4.4","36","Jl. Sekeloa No.31","Kota Bandung","Jawa Barat","ID",,"+62 815-4718-4906","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20sekeloa%20dan%20praktek%20dokter%20umum&query_place_id=ChIJUZ4cXgHnaC4RH9Cbv-Uy4Yg","Apotek"
"Apotek Bumi Medika Ganesha","4.3","71","Jl. Gelap Nyawang No.2","Kota Bandung","Jawa Barat","ID","http://yankes.itb.ac.id/","+62 812-9448-8766","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Bumi%20Medika%20Ganesha&query_place_id=ChIJof7rXlDmaC4RF0Amy7M1rXw","Apotek"
"Custom Part Motor Bandung","4.5","2","Jl. Citepus III No.2","Kota Bandung","Jawa Barat","ID",,"+62 851-7241-0437","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Custom%20Part%20Motor%20Bandung&query_place_id=ChIJ4yDenQLnaC4RoZoJcdTAPI0","Bengkel Sepeda Motor"
"Apotek","3","2","Ruko Galeri Ciumbuleuit, Jl. Ciumbuleuit No.24, RW.01","Kota Bandung","Jawa Barat","ID",,"","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek&query_place_id=ChIJA8JBu_bmaC4Rsnj0qD9vhcM","Apotek"
"Planet Ban Jalan Cemara Pasteur","4.3","98","Jl. Cemara No.58 RT/RW 03/01","Kota Bandung","Jawa Barat","ID","https://lokasi.planetban.com/planet-ban-jalan-cemara-pasteur-motorcycle-repair-shop-sukajadi-bandung-393939/Home?utm_source=locator&utm_medium=googleplaces","+62 817-0006-055","Bengkel Sepeda Motor","Bengkel Motor Skuter","Toko Suku Cadang Motor","Layanan ban","Toko Ban",,,,,,"https://www.google.com/maps/search/?api=1&query=Planet%20Ban%20Jalan%20Cemara%20Pasteur&query_place_id=ChIJ13vAgIDnaC4Rm8lTto-7ZnE","Bengkel Sepeda Motor"
"Bengkel Motor","5","2","Jl. Khp Hasan Mustopa No.129","Kota Bandung","Jawa Barat","ID",,"","Bengkel Bongkar Pasang Mesin",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor&query_place_id=ChIJpaIeLpTnaC4R3Hw_xD-wsEE","Bengkel Bongkar Pasang Mesin"
"Gtr Racing Team","5","8","Gg. Pelesiran X No.100","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/gtr_racingteam/","+62 896-3048-8858","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gtr%20Racing%20Team&query_place_id=ChIJ60l5v83laC4RPuDO5jk0Sck","Bengkel Motor Skuter"
"Fajar Motor","5","1","Jl. Sadang Serang No.18","Kota Bandung","Jawa Barat","ID",,"+62 821-1506-0990","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fajar%20Motor&query_place_id=ChIJwSfzUarnaC4RdDeUeMNVbRE","Bengkel Sepeda Motor"
"Bengkel Motor Dinasty","1.3","9","Jl. Dr. Setiabudi No.22","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Dinasty&query_place_id=ChIJEQmebpnnaC4RfuHq8J8ta7w","Bengkel Sepeda Motor"
"Budi bengkel motor","5","2","Gg. Pancasila No.14","Kota Bandung","Jawa Barat","ID",,"+62 831-1320-6684","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Budi%20bengkel%20motor&query_place_id=ChIJgbqsJQDnaC4RYymVUtrjTiw","Bengkel Sepeda Motor"
"Bengkel Sukasari Motor","3.5","51","Jl. Suparmin Jl. Sukawarna No.36 a","Kota Bandung","Jawa Barat","ID",,"+62 856-2420-7790","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Sukasari%20Motor&query_place_id=ChIJ7fps8vznaC4RCLJv7HrTF6Q","Bengkel Sepeda Motor"
"Bengkel Motor ""Pandawa Motor""","5","1","Jl. Singa Perbangsa No.103-1","Kota Bandung","Jawa Barat","ID",,"","Kantor Perusahaan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20%22Pandawa%20Motor%22&query_place_id=ChIJvd0fRgXnaC4R3opHMIM_MKs","Kantor Perusahaan"
"Apotek K24 Gegerkalong","4.4","300","Jl. Gegerkalong Hilir No.58, RT.5/RW.04","Kota Bandung","Jawa Barat","ID","https://www.apotek-k24.com/location/detail/222/K-24-GEGERKALONG-","+62 811-2472-424","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20K24%20Gegerkalong&query_place_id=ChIJYXJ_9ZbmaC4R5q4F3oche-0","Apotek"
"Cikutra Motor","3.9","26","Jl. Cikutra No.201","Kota Bandung","Jawa Barat","ID",,"+62 22 61469395","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cikutra%20Motor&query_place_id=ChIJ7YbHD6PnaC4R6V4A2JcBLOo","Bengkel Mobil"
"Karya Motor","4.4","13","Jl. Cikutra Barat No.6","Kota Bandung","Jawa Barat","ID","https://youtube.com/andriosamah","+62 852-3445-6428","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Karya%20Motor&query_place_id=ChIJa8dW6qXnaC4Rd4TMJQPgxZA","Bengkel Sepeda Motor"
"Awank Motor","4.2","12","Jl. Cemara No.75","Kota Bandung","Jawa Barat","ID",,"+62 852-2134-9778","Bengkel Ganti Oli",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Awank%20Motor&query_place_id=ChIJIyq8zfTmaC4RhhQrjM0ZjWg","Bengkel Ganti Oli"
"Jok Motor (AG J_team)","4.9","129","Gg. Kubang Sari VII Gg. Flamboyan No.44","Kota Bandung","Jawa Barat","ID",,"+62 822-4477-4200","Toko Suku Cadang Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jok%20Motor%20(AG%20J_team)&query_place_id=ChIJK2xFR1LmaC4RHb-1wGsmoDc","Toko Suku Cadang Motor"
"Bandung Aksesoris","4.4","292","Sebrang Masjid Besar Baitun Nur, Pas depan gerbang GUPUSPAL / GUPUSMU, Jl. Cikutra No.201","Kota Bandung","Jawa Barat","ID",,"+62 853-5196-3096","Toko Suku Cadang Motor","Bengkel Kelistrikan Mobil","Toko Reparasi Lampu","Toko Lampu","Toko Sepeda Motor","Toko Lampu Neon",,,,,"https://www.google.com/maps/search/?api=1&query=Bandung%20Aksesoris&query_place_id=ChIJGZTt3KLnaC4RIUg8oIFMJLY","Toko Suku Cadang Motor"
"Yamaha Bandung Raya","4.2","481","Jl. Dr. Setiabudi No.157","Kota Bandung","Jawa Barat","ID","https://m.facebook.com/pages/yamaha-bandung-raya-motor/699902563370629?rf=573020116089827","+62 811-233-127","Dealer Sepeda Motor","Toko Suku Cadang Motor","Toko Sepeda Motor","Tempat Parkir Sepeda Motor",,,,,,,"https://www.google.com/maps/search/?api=1&query=Yamaha%20Bandung%20Raya&query_place_id=ChIJd1sryJXmaC4RS066OO6JBhY","Dealer Sepeda Motor"
"Nurholis Motor 2","1.3","19","Jl. Cikutra No.232","Kota Bandung","Jawa Barat","ID",,"","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nurholis%20Motor%202&query_place_id=ChIJJ84rxk_naC4RL8yqicJ-D-M","Bengkel Motor Skuter"
"Amang Bengkel Motor","5","9","4J2W+HRG","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Amang%20Bengkel%20Motor&query_place_id=ChIJZ9UMKZTnaC4RmnF6OVrWN0E","Bengkel Sepeda Motor"
"Service Motor","5","2","4H4M+GH7, Jl. Sukawarna","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20Motor&query_place_id=ChIJPRE_ZXvmaC4RSDrNCztzLVQ","Bengkel Mobil"
"Bengkel Motor Pa Asep","5","2","Jl. Cipedes Tengah","Kota Bandung","Jawa Barat","ID","https://www.tiktok.com/@bengkelpasep?_r=1&_t=ZS-9566j3VOAJs","+62 882-0018-17331","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Pa%20Asep&query_place_id=ChIJJRuUxZ3naC4RyA8XauY8RVE","Bengkel Sepeda Motor"
"Sumber motor","4.9","8","Kp cihanja jln bukit raya atas, rw10 Jl. Punclut No.rt02","Kota Bandung","Jawa Barat","ID",,"+62 878-2497-9424","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sumber%20motor&query_place_id=ChIJUyuqU-3naC4Rzi2hJ0Y8oeY","Bengkel Sepeda Motor"
"Irgi Motor Bandung ( Mekanik Motor Panggilan)","4","9","Jl. Cipaku I No.14","Kota Bandung","Jawa Barat","ID",,"+62 853-1409-7395","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Irgi%20Motor%20Bandung%20(%20Mekanik%20Motor%20Panggilan)&query_place_id=ChIJ_17yWj3naC4RGvZxlcVNaA0","Bengkel Sepeda Motor"
"Family Motor Bengkel","5","3","Jl. Cimuncang No.43","Kota Bandung","Jawa Barat","ID",,"+62 852-9500-1777","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Family%20Motor%20Bengkel&query_place_id=ChIJH-1KoZbnaC4REdlVXdBQmQE","Bengkel Mobil"
"Panorama Motor","4.5","40","Jl. Dr. Setiabudi No.234","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Panorama%20Motor&query_place_id=ChIJxSeE-L7maC4R66rKZool9ck","Bengkel Sepeda Motor"
"Modifikasi Garasi 81","4.9","17","Jl. Cikutra Barat No.81","Kota Bandung","Jawa Barat","ID",,"+62 888-9117-202","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Modifikasi%20Garasi%2081&query_place_id=ChIJYRwe2q7naC4ROaE3RlgB0Cc","Bengkel Sepeda Motor"
"Honda Mitra Jaya","4.7","1113","Jl. Khp Hasan Mustopa No.27","Kota Bandung","Jawa Barat","ID","https://linktr.ee/hondamitrajayabandung","+62 812-3553-3749","Dealer Sepeda Motor","Bengkel Sepeda Motor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Honda%20Mitra%20Jaya&query_place_id=ChIJ5dEEG7vnaC4R29uEeuARcOE","Dealer Sepeda Motor"
"DU Motor","3.2","33","Jl. Dipati Ukur No.232","Kota Bandung","Jawa Barat","ID",,"+62 857-9512-7075","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DU%20Motor&query_place_id=ChIJUxE1cVTmaC4RG3e6v6i3nBc","Bengkel Sepeda Motor"
"BENGKEL MOTOR PRATAMA","5","9","Jl. Khp Hasan Mustopa No.5","Kota Bandung","Jawa Barat","ID",,"+62 895-4117-39990","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BENGKEL%20MOTOR%20PRATAMA&query_place_id=ChIJrWz0xdvnaC4RU5WXp1-hQYs","Bengkel Sepeda Motor"
"Cahaya Motor","4.6","5","4J69+FWX, Jl. Tubagus Ismail Dalam","Kota Bandung","Jawa Barat","ID",,"+62 857-1055-7424","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cahaya%20Motor&query_place_id=ChIJjRgCGVXmaC4RzxyQc3k5OzQ","Bengkel Sepeda Motor"
"Jawara Bengkel Motor / Cortex","4.5","15","Jl. Surapati No.86","Kota Bandung","Jawa Barat","ID",,"+62 811-2234-185","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jawara%20Bengkel%20Motor%20%2F%20Cortex&query_place_id=ChIJS-ge9IvnaC4RFAl9oGN7zdw","Bengkel Sepeda Motor"
"Bengkel motor mocin bandung","1","1","Jl. Gagak No.17, RT.04","Kota Bandung","Jawa Barat","ID",,"+62 821-2925-1474","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20mocin%20bandung&query_place_id=ChIJI89uKwvnaC4REOhC48OSO-Q","Bengkel Motor Skuter"
"Yamaha D-Aiz Motor","4.5","79","Jl. Padasuka Atas No.113","Kabupaten Bandung","Jawa Barat","ID",,"+62 22 7212515","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yamaha%20D-Aiz%20Motor&query_place_id=ChIJDTZqzprnaC4R6Di5it4oQ6s","Bengkel Sepeda Motor"
"Apotek Surapati","4.5","66","Jl. Surapati No.23","Kota Bandung","Jawa Barat","ID",,"+62 22 2502467","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Surapati&query_place_id=ChIJ3xLW4rLnaC4RVO3bX5c58tM","Apotek"
"PJM(bengkel motor)","4.1","33","Jalan Cemara No.33 Pasteur Kecamatan Sukajadi Sebelah Timur, Jl. Cemara Selatan","Kota Bandung","Jawa Barat","ID",,"+62 813-2031-7898","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PJM(bengkel%20motor)&query_place_id=ChIJt8mZ2bbnaC4Rfr9b1vXxN0Q","Bengkel Sepeda Motor"
"APOTEK D.U","4.5","13","Jl. Dipati Ukur No.230, RT.007/RW.014","Kota Bandung","Jawa Barat","ID",,"","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=APOTEK%20D.U&query_place_id=ChIJMTHzdlTmaC4R-wvrfegu2Fs","Apotek"
"Apotek Surapati Core","4.8","13","Jl. Anggrek Boulevard No.5","Kota Bandung","Jawa Barat","ID","https://wa.me/62882001853185","+62 882-0018-53185","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Surapati%20Core&query_place_id=ChIJyVnzJADnaC4RSbZBqKillsE","Apotek"
"Apotek Makka Farma","4.9","34","Jl. Cikutra No.250A","Kota Bandung","Jawa Barat","ID",,"+62 831-5150-0771","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Makka%20Farma&query_place_id=ChIJs7B7kbbnaC4RGAwIo00KSMw","Apotek"
"Mitra Medika Apotek","4","21","Jl. Trunojoyo No.52","Kota Bandung","Jawa Barat","ID",,"+62 812-8379-3139","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mitra%20Medika%20Apotek&query_place_id=ChIJZcwgO0jmaC4Rndqb_GHa9hU","Apotek"
"Bengkel motor","2.3","3","4J44+V8G, Jl. Kebun Binatang","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor&query_place_id=ChIJJ9I1P47naC4RBBTzGTJzQmY","Bengkel Sepeda Motor"
"BENGKEL MOTOR DS027GARAGE","5","60","Jl. Sirnagalih No.1 no.1","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BENGKEL%20MOTOR%20DS027GARAGE&query_place_id=ChIJWyRR5dDnaC4RkjeIsc-zJcw","Bengkel Sepeda Motor"
"Maisan jaya motor","3.8","4","Jl. Cihampelas No.292","Kota Bandung","Jawa Barat","ID",,"+62 898-7188-055","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maisan%20jaya%20motor&query_place_id=ChIJAVKeDvbmaC4RvKn11JSLXaE","Bengkel Sepeda Motor"
"Apotek Peduli","3.8","57","Jl. Cikutra No.115","Kota Bandung","Jawa Barat","ID",,"+62 22 7237617","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Peduli&query_place_id=ChIJNbBQxL3naC4R4l1tJB2EahA","Apotek"
"Apotek Mitra Jaya","4.8","66","Jl. Rereng Wulung No.25","Kota Bandung","Jawa Barat","ID",,"+62 878-4000-4344","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Mitra%20Jaya&query_place_id=ChIJEyPBjm3naC4RiiZkXo3UM9k","Apotek"
"Apotek ananda pratama","4.9","20","Jl. Tubagus Ismail No.31","Kota Bandung","Jawa Barat","ID",,"","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20ananda%20pratama&query_place_id=ChIJr6mFk1jnaC4RjPl9Tsxs4Ck","Apotek"
"Apotek Heka Bandung","4.8","119","Jl. Khp Hasan Mustopa No.27","Kabupaten Bandung","Jawa Barat","ID","https://shopee.co.id/apotekheka.bandung","+62 877-8418-3134","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Heka%20Bandung&query_place_id=ChIJsbTkL-znaC4RIH_Qm5qDzhc","Apotek"
"Apotek Nusa Indah","4.4","47","Apotek Nusa Indah samping hotel Neo, Jl. Dipati Ukur dalam No.76","Kota Bandung","Jawa Barat","ID",,"+62 22 2508256","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Nusa%20Indah&query_place_id=ChIJg5m8LVTmaC4Rk98Lb38q-B0","Apotek"
"Apotek K-24 A.H. Nasution Bandung","4.6","213","Nasution Square Blv, Jl. AH. Nasution Jl. Cikadut No.103 Kav 12","Kota Bandung","Jawa Barat","ID","https://www.apotek-k24.com/location/detail/218/K-24-A.-H.-NASUTION","+62 899-8992-424","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20K-24%20A.H.%20Nasution%20Bandung&query_place_id=ChIJyTWL_IrnaC4RxLRAq_AU-RE","Apotek"
"Apotek Adora Cikutra","4.8","85","Jl. Cikutra Barat No.7","Kota Bandung","Jawa Barat","ID","https://adoraeducare.my.canva.site/","+62 812-3548-3418","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Adora%20Cikutra&query_place_id=ChIJvexhQdnnaC4RT3UApzqpIsk","Apotek"
"Motor klasik Bandung",,,"Jl. Cihampelas Gg. Margalaksana No.34, RT.03/RW.09","Kota Bandung","Jawa Barat","ID",,"+62 831-1314-0444","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Motor%20klasik%20Bandung&query_place_id=ChIJMywAEwDnaC4RQcZZYoUrYDQ","Bengkel Sepeda Motor"
"Apotek Kimia Farma 4","4.1","317","Jl. Sulanjana No.4","Kota Bandung","Jawa Barat","ID","http://kimiafarmaapotek.co.id/","+62 811-2157-664","Apotek","Klinik Kesehatan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Kimia%20Farma%204&query_place_id=ChIJNeFrifzmaC4RvCbMVqtGv_0","Apotek"
"Apotek H24 Cikutra","4.5","42","Jl. Cikutra Barat No.34","Kota Bandung","Jawa Barat","ID",,"+62 877-2052-8789","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20H24%20Cikutra&query_place_id=ChIJgzI0ImvnaC4Rs1XkMallnVg","Apotek"
"Ahass Top Speed Motor","4.1","579","Jl. Gegerkalong Hilir No.30","Kota Bandung","Jawa Barat","ID",,"+62 851-3515-8278","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ahass%20Top%20Speed%20Motor&query_place_id=ChIJv-j_gJbmaC4R4yvxpHaNtys","Bengkel Sepeda Motor"
"HJM Hurip Jaya Motor","3.5","47","Jl. Tubagus Ismail No.29","Kota Bandung","Jawa Barat","ID",,"+62 22 2506225","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HJM%20Hurip%20Jaya%20Motor&query_place_id=ChIJDcMzD__maC4Rz3SmTr7pXHw","Bengkel Sepeda Motor"
"Kimia Farma 51 Moxy","4.9","130","Jl. Ir. H. Juanda No.69","Kota Bandung","Jawa Barat","ID","http://kimiafarmaapotek.co.id/","+62 811-2157-644","Apotek","Klinik Kesehatan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kimia%20Farma%2051%20Moxy&query_place_id=ChIJ3dIy033naC4RPHbeL00RImw","Apotek"
"Bengkel motor online DOC","4.9","25","Gg. Neglasari V","Kota Bandung","Jawa Barat","ID",,"+62 896-4654-0325","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20online%20DOC&query_place_id=ChIJnebecgDnaC4RoMQneQlj9ZU","Bengkel Sepeda Motor"
"2 putra Bengkel motor",,,"4JC5+HMQ, Jl. Sangkuriang","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=2%20putra%20Bengkel%20motor&query_place_id=ChIJtasfMADnaC4R97aKEP9J3Z4","Bengkel Sepeda Motor"
"Fam Motor","4.5","88","Jl. Gegerkalong Hilir No.56","Kota Bandung","Jawa Barat","ID",,"+62 22 2015611","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fam%20Motor&query_place_id=ChIJF0l4r5fmaC4RSTFuQLwFvyQ","Bengkel Sepeda Motor"
"Fas Motor","4.1","35","Jl. Terusan Pak Gatot Raya No.7","Kota Bandung","Jawa Barat","ID",,"+62 857-2287-7822","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fas%20Motor&query_place_id=ChIJY-n94LzmaC4RqLGgnEKkywk","Bengkel Sepeda Motor"
"Bengkel Motor Arif All","4.1","24","Dekat Masjid Al-Hidayah, Jalan Kebon Kembang Gang Panca indra No.222 Tamansari","Kota Bandung","Jawa Barat","ID",,"+62 858-2611-2739","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Arif%20All&query_place_id=ChIJbVmHc0XmaC4R6CI6ybtaIH8","Bengkel Sepeda Motor"
"Planet Ban Cikutra Barat Sadang serang","4.5","365","Jl. Cikutra Barat, RT.006/RW.19, Kelurahan :, Coblong","Kota Bandung","Jawa Barat","ID","https://lokasi.planetban.com/planet-ban-cikutra-barat-sadang-serang-motorcycle-repair-shop-coblong-bandung-389640/Home?utm_source=locator&utm_medium=googleplaces","+62 817-0006-055","Bengkel Sepeda Motor","Bengkel Motor Skuter","Toko Suku Cadang Motor","Layanan ban","Toko Ban",,,,,,"https://www.google.com/maps/search/?api=1&query=Planet%20Ban%20Cikutra%20Barat%20Sadang%20serang&query_place_id=ChIJE5K1HpjnaC4RF6VH15Bq4kw","Bengkel Sepeda Motor"
"Gagak Motor","4.4","46","Jl. Gagak No.11","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gagak%20Motor&query_place_id=ChIJdzRQjLLnaC4RoGhpKD9VFUs","Bengkel Sepeda Motor"
"OKI Motor","4.8","27","Jl. Tubagus Ismail Dalam No.46","Kota Bandung","Jawa Barat","ID",,"+62 823-1834-8781","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=OKI%20Motor&query_place_id=ChIJIVVgwlXmaC4RbKLscUOvqj4","Bengkel Sepeda Motor"
"Samudra Motor","4.5","12","Jl. Cikutra No.233","Kota Bandung","Jawa Barat","ID",,"+62 22 7218253","Bengkel Sepeda Motor","Toko Suku Cadang Motor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Samudra%20Motor&query_place_id=ChIJX3jUqqXnaC4RBRBgSPZtd2U","Bengkel Sepeda Motor"
"Apotek Kimia Farma Supratman","4.3","807","Jl. Supratman No.72","Kota Bandung","Jawa Barat","ID","http://kimiafarmaapotek.co.id/","+62 811-2157-640","Apotek","Klinik Medis",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Kimia%20Farma%20Supratman&query_place_id=ChIJBxJ62snnaC4RcGoc1KgrWYA","Apotek"
"Champion Jaya Motor","3.6","83","Jl. Ciumbuleuit No.39","Kota Bandung","Jawa Barat","ID",,"+62 22 2039018","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Champion%20Jaya%20Motor&query_place_id=ChIJzYHSr_bmaC4RnsW3WIsLw0M","Bengkel Sepeda Motor"
"Bengkel spesialis komstir motor","4.7","35","Jl. Bojong Koneng No.28","Kota Bandung","Jawa Barat","ID",,"+62 822-9890-3680","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20spesialis%20komstir%20motor&query_place_id=ChIJf4TQBwDnaC4RC0BqEcUYtGw","Bengkel Sepeda Motor"
"Bengkel Motor UngProject","5","1","4M35+M84, Jl. Jatihandap","Kota Bandung","Jawa Barat","ID","https://www.tiktok.com/@ungproject_?_r=1&_t=ZS-91XOhLEdYe8","+62 812-8757-8681","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20UngProject&query_place_id=ChIJgZX4XQDnaC4RxBjdeZULXVw","Bengkel Sepeda Motor"
"Apotek vee farma","4.7","50","25, Jl. Tamansari No.25 D","Kota Bandung","Jawa Barat","ID",,"+62 821-2055-3155","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20vee%20farma&query_place_id=ChIJ25pNW_PnaC4Rd_VLOvuqoIY","Apotek"
"dnf motorworks","4.6","25","Jl. Siliwangi No.31 A","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=dnf%20motorworks&query_place_id=ChIJ--mVCSvnaC4REHLnkv28YtQ","Bengkel Sepeda Motor"
