title;totalScore;reviewsCount;street;city;state;countryCode;website;phone;categories/0;categories/1;categories/2;categories/3;categories/4;categories/5;categories/6;categories/7;categories/8;categories/9;url;categoryName;;;;;;;
dulukembali thrift store;;;Jl. Galunggung Dalam No.11/109;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=dulukembali%20thrift%20store&query_place_id=ChIJR9HdFIXpaC4R_s83NA8MzYQ;Toko Pakaian;;;;;;;
VINTAGE BERKARAT-WATCH (JUAL DAN BELI JAM TANGAN SECOND ORIGINAL/SERVICE JAM TANGAN);5;10;Pinggir Jln.Etalase,Payung merah, Jl. Pajagalan No.130;Kota Bandung;Jawa Barat;ID;https://youtube.com/@vintageberkarat-watch?si=kcK0Vscmi74oQv24;+62 812-2011-5697;Toko Jam;Toko Barang Antik;Toko Perhiasan;Toko Barang Bekas;;;;;;;https://www.google.com/maps/search/?api=1&query=VINTAGE%20BERKARAT-WATCH%20(JUAL%20DAN%20BELI%20JAM%20TANGAN%20SECOND%20ORIGINAL%2FSERVICE%20JAM%20TANGAN)&query_place_id=ChIJ_00AYt3paC4RhITVU_H3Ze8;Toko Jam;;;;;;;
Dungky Thrift;;;Taman bunga hias, Gg. Tegallega Jl. Moch. Toha;Kota Bandung;Jawa Barat;ID;;+62 813-2267-8693;Toko Pakaian Pria;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Dungky%20Thrift&query_place_id=ChIJXZdSsjjpaC4RWUgO9HNVFOo;Toko Pakaian Pria;;;;;;;
MZQ OUTFIT THRIFT SHOP;;;Jalan Kepatihan No.10 A Blok A.3-4;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=MZQ%20OUTFIT%20THRIFT%20SHOP&query_place_id=ChIJ6RGdnz7naC4RUfLjqNglINM;Toko Pakaian;;;;;;;
Langgeng Barokah Putri;5;2;samping pom bensin, Jl. Soekarno-Hatta Jl. Holis No.72;Kota Bandung;Jawa Barat;ID;;+62 812-8724-2441;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Langgeng%20Barokah%20Putri&query_place_id=ChIJSRUXlwDmaC4RafoJHX1vjJw;Toko Barang Bekas;;;;;;;
Supplier polyflex kaos bandung;5;4;Jl. Taman Holis Indah No.16 blok H2;Kota Bandung;Jawa Barat;ID;;+62 813-8699-9979;Toko Peralatan Sablon;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Supplier%20polyflex%20kaos%20bandung&query_place_id=ChIJnV9FN77vaC4RTSakb1_Z6Cs;Toko Peralatan Sablon;;;;;;;
SABLON DTF BANDUNG;4.8;28;Cibunut utara no 22/34 a rt 08/06, Jl. Sunda No.68;Kota Bandung;Jawa Barat;ID;;+62 812-2224-3253;Printer Digital;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=SABLON%20DTF%20BANDUNG&query_place_id=ChIJYe2kaHnnaC4RWPgWegKungc;Printer Digital;;;;;;;
Sablon Kaos Bandung;3.3;4;jl.Belakang LP BANCEUY No.05, RT.01/RW.02;Kota Bandung;Jawa Barat;ID;;+62 821-1560-0229;Toko Kaos Custom;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sablon%20Kaos%20Bandung&query_place_id=ChIJAQAAwOvoaC4R77cQpPihL-s;Toko Kaos Custom;;;;;;;
3D print dan laser cuting engraving Bandung;5;23;Jl. Moch. Toha No.411;Kota Bandung;Jawa Barat;ID;;+62 897-9125-061;Layanan pemotongan laser;Pusat Perbelanjaan;Jasa percetakan 3D;;;;;;;;https://www.google.com/maps/search/?api=1&query=3D%20print%20dan%20laser%20cuting%20engraving%20Bandung&query_place_id=ChIJKRrnU07paC4R0I2ySmDlwiA;Layanan pemotongan laser;;;;;;;
Cetak Kaos Satuan;5;2;Jl. Moch. Toha No.421;Kota Bandung;Jawa Barat;ID;;+62 812-2408-2260;Toko Kaos Custom;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Cetak%20Kaos%20Satuan&query_place_id=ChIJyaQ2gvDoaC4Re98tMfXqOa8;Toko Kaos Custom;;;;;;;
Sablon kaos satuan /Bikin baju;5;2;Jl. Jatayu No.288, RT.07/RW.12;Kota Bandung;Jawa Barat;ID;;+62 831-5668-6332;Produsen;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sablon%20kaos%20satuan%20%2FBikin%20baju&query_place_id=ChIJMwgABwDnaC4ROIOXFVs8ex8;Produsen;;;;;;;
Suddimampir Thrifting;5;2;Jl. L. L. R.E. Martadinata blk 7c;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/suddimampir?igsh=MXRmZWV1bTRja2Znaw==&utm_source=qr;+62 857-8054-0686;Toko Pakaian;Toko;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Suddimampir%20Thrifting&query_place_id=ChIJnSUZuyfnaC4RE7-RpStcSLU;Toko Pakaian;;;;;;;
Grosir Thrift Store;;;Jalan Ciganitri Tengah No.30;Kota Bandung;Jawa Barat;ID;https://www.tiktok.com/@haura.kireina;+62 812-8762-9433;Grosir pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Grosir%20Thrift%20Store&query_place_id=ChIJQYyLy-DpaC4RMJPnJJd_EHs;Grosir pakaian;;;;;;;
Percik Media Promo – Custom Kaos & Sablon Satuan;5;96;No 33 C, Ruko Percik Media Promo, Jl. Kliningan Jl. Buah Batu;Kota Bandung;Jawa Barat;ID;https://lynk.id/percik;+62 856-2485-8161;Toko Kaos Custom;Pencetak Layar;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Percik%20Media%20Promo%20%E2%80%93%20Custom%20Kaos%20%26%20Sablon%20Satuan&query_place_id=ChIJeavMW1HpaC4Rl5_QXehSdbo;Toko Kaos Custom;;;;;;;
Thrift.star;;;Jl.sukamulya dalam III No.31, RT.06/RW.09;Kota Bandung;Jawa Barat;ID;;+62 858-6028-8942;Toko Pakaian Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Thrift.star&query_place_id=ChIJ9UpsWpzpaC4RSLSPt8aO_7s;Toko Pakaian Bekas;;;;;;;
AGORA.STORE;;;Cibuntu RT04 RW01;Kota Bandung;Jawa Barat;ID;;+62 821-2727-5178;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=AGORA.STORE&query_place_id=ChIJhSsUJS7laC4R21C1oMQu8U4;Toko Pakaian;;;;;;;
mindmind thrift shop;;;3JH3+9WV;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=mindmind%20thrift%20shop&query_place_id=ChIJS_ePXbLnaC4Rkjz8813wSKQ;Toko Pakaian;;;;;;;
Supirklin;5;1;3JRC+XMM;Kota Bandung;Jawa Barat;ID;http://www.shopee.co.id/supirklin;+62 813-2364-0814;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Supirklin&query_place_id=ChIJVdfiO6znaC4RX-vpuCkYG-k;Toko Barang Bekas;;;;;;;
SekenMart ID;5;2;Jl. Buah Batu No.48A;Kota Bandung;Jawa Barat;ID;;+62 857-1766-6206;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=SekenMart%20ID&query_place_id=ChIJ_6_QteTpaC4RpNomyqKPjN4;Toko Barang Bekas;;;;;;;
Sagala Jatayu;;;Ps. Jatayu, 10-11 C;Kota Bandung;Jawa Barat;ID;https://wa.me/6281286561897;+62 812-8656-1897;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sagala%20Jatayu&query_place_id=ChIJne6AxmXnaC4RCCDYqF3OH1c;Toko Barang Bekas;;;;;;;
GALLERY JECKO 69 (JUAL BARANG BEKAS BANDUNG HOBBY ; VINTAGE ;FUn etc;);;;Jl. Pajagalan;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/soni__jon?igsh=MzRlODBiNWFlZA==;+62 812-2039-7643;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=GALLERY%20JECKO%2069%20(JUAL%20BARANG%20BEKAS%20BANDUNG%20HOBBY%20%2C%20VINTAGE%20%2CFUn%20etc%2C)&query_place_id=ChIJU9iy3wjpaC4RKTM4dLODprA;Toko Barang Bekas;;;;
Rizqi Online Shop;;;Jl. Nyengseret Sel No.410/198-B, RT.005/RW.003;Kota Bandung;Jawa Barat;ID;http://shopee.co.id/rizqi79;+62 857-0343-6728;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rizqi%20Online%20Shop&query_place_id=ChIJK2fnZj7paC4RbgpiuFq18aA;Toko Barang Bekas;;;;;;;
Numira Baby N Kidz Store;5;4;Jl. Pamekar Raya No.9;Kota Bandung;Jawa Barat;ID;;+62 811-2207-500;Toko Pakaian Anak;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Numira%20Baby%20N%20Kidz%20Store&query_place_id=ChIJZ_9RMTPdaC4RUdkvGvHkDnA;Toko Pakaian Anak;;;;;;;
Bandar Baju Anak Bandung;5;1;Gg. Maskardi No.109;Kota Bandung;Jawa Barat;ID;;+62 831-2091-8596;Toko Pakaian Anak;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Bandar%20Baju%20Anak%20Bandung&query_place_id=ChIJ_9Hh5nDnaC4RdtQa0PyeaO8;Toko Pakaian Anak;;;;;;;
sepatu street bekas;;;Jl. Babakan Priangan II No.31A;Kota Bandung;Jawa Barat;ID;;+62 815-1719-5555;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=sepatu%20street%20bekas&query_place_id=ChIJ5biwtE7paC4R33kD5zqcafU;Toko Barang Bekas;;;;;;;
RONGSOK PA MASDI BESI TUA;4.8;71;Jl. Babakan Ciparay No.270;Kota Bandung;Jawa Barat;ID;http://wa.me//+6283829690866;+62 838-2969-0866;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=RONGSOK%20PA%20MASDI%20BESI%20TUA&query_place_id=ChIJK8-h1GTpaC4Rgz__d9u_Cmo;Toko Barang Bekas;;;;;;;
Grosir Pakaian Anak dan Dewasa;4;1;Jl. Sindang Sari III No.20;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Grosir%20Pakaian%20Anak%20dan%20Dewasa&query_place_id=ChIJETEUWkDnaC4RVLhh2cII_v8;Toko Pakaian;;;;;;;
thriftup clothes;5;1;3JRC+79F, bandung kota;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=thriftup%20clothes&query_place_id=ChIJ8cIUZj_naC4RZylT9O_9Yao;Toko Pakaian Bekas;;;;;;;
trifting_489;;;warung lina, jalan pasirluyu 1 rw08 rt02 ancol regol no 34;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/thrifting_498?igsh=MWN2djd3aGNsbXM1YQ==&utm_source=qr;+62 859-516-848;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=trifting_489&query_place_id=ChIJcaPAcKHpaC4Rd1PyFg2IdEA;Toko Barang Bekas;;;;;;;
GOOBIIDOT (KONVEKSI KAOS; GROSIR KAOS POLOS; PO KAOS SABLON; DLL);5;10;Gg. Pa Abid, RT.3/RW.1;Kota Bandung;Jawa Barat;ID;https://shopee.co.id/goobiidot?entryPoint=ShopBySearch&searchKeyword=goobiidot;+62 852-1808-5678;Penjahit Pesanan Khusus;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=GOOBIIDOT%20(KONVEKSI%20KAOS%2C%20GROSIR%20KAOS%20POLOS%2C%20PO%20KAOS%20SABLON%2C%20DLL)&query_place_id=ChIJeYRXzMTpaC4RPW0ZJTON12w;Penjahit Pesanan Khusus;;;;
Setting Sablon Kaos DAN;5;13;Jl. Caringin Gg. Lumbung 1 No.69;Kota Bandung;Jawa Barat;ID;https://www.settingsablonkaosdan.com/;+62 895-0843-7722;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Setting%20Sablon%20Kaos%20DAN&query_place_id=ChIJVUoU8C3paC4RUrp1aN9jsWU;Toko Pakaian;;;;;;;
ALLU Bandung Office & Beyond Cimanuk (Pembeli Barang Mewah seperti Tas; Jam Tangan dan Perhiasan);4.9;474;Office & Beyond, Jl. Cimanuk No.6 Suite 107, Lt. 1;Kota Bandung;Jawa Barat;ID;https://allu-id.com/;+62 818-917-488;Toko Barang Bekas;Toko Tas;Makelar Berlian;Pembeli Perhiasan;Toko Jam;;;;;;https://www.google.com/maps/search/?api=1&query=ALLU%20Bandung%20Office%20%26%20Beyond%20Cimanuk%20(Pembeli%20Barang%20Mewah%20seperti%20Tas%2C%20Jam%20Tangan%20dan%20Perhiasan)&query_place_id=ChIJcTBs4bXnaC4Rty52a2iuSYM;Toko Barang Bekas;;;;;;
DEBORN STORE;;;Gg. A. Sutisna No.39 RT 04/01;Kota Bandung;Jawa Barat;ID;https://instagram.com/debornstore?utm_medium=copy_link;;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=DEBORN%20STORE&query_place_id=ChIJ_eII90LpaC4RUBdWaG5Iztc;Toko Barang Bekas;;;;;;;
Kharisma Textile Bandung (Toko Bahan Kaos dan Sweater);4.8;420;Jl. Otto Iskandar Dinata No.135;Kota Bandung;Jawa Barat;ID;https://sites.google.com/view/kharismatextile;+62 895-8011-34911;Toko Tekstil;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Kharisma%20Textile%20Bandung%20(Toko%20Bahan%20Kaos%20dan%20Sweater)&query_place_id=ChIJm-6LmCTmaC4Re0rtZZ6ZDpA;Toko Tekstil;;;;;;;
BABE BArang BEkas;3.9;1209;Jl. L. L. R.E. Martadinata No.111;Kota Bandung;Jawa Barat;ID;https://www.facebook.com/BABE-100853678703/;+62 812-2106-8016;Toko Barang Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=BABE%20BArang%20BEkas&query_place_id=ChIJ6wssT7XnaC4RsZfIugW1AcE;Toko Barang Bekas;;;;;;;
Karunia Textile Otista;4.8;252;Jl. Otto Iskandar Dinata No.143 A;Kota Bandung;Jawa Barat;ID;https://omli.club/karuniatextile;+62 811-2282-255;Toko Tekstil;Grosir Kain;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Karunia%20Textile%20Otista&query_place_id=ChIJURN6mSTmaC4RU-I1oP8TZIM;Toko Tekstil;;;;;;;
Rumah Sablon Bandung;5;14;Gg. Jamhari No.24, RT.01/RW.02;Kota Bandung;Jawa Barat;ID;https://wa.me/p/4136407366477191/6285524427994;+62 855-2442-7994;Toko Kaos Custom;Toko pakaian batik;Toko Tas Tangan;Toko Sablon;Toko Kaos;;;;;;https://www.google.com/maps/search/?api=1&query=Rumah%20Sablon%20Bandung&query_place_id=ChIJO4ULGDDpaC4RydgqxN-mHng;Toko Kaos Custom;;;;;;;
Cititex Karapitan Bandung (Kaos Polos dan Sablon Satuan - Partai Besar);4.8;874;Depan Bank BRI, Jl. Karapitan No.137B;Kota Bandung;Jawa Barat;ID;https://instagram.com/cititex.bandung;+62 813-1234-9984;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Cititex%20Karapitan%20Bandung%20(Kaos%20Polos%20dan%20Sablon%20Satuan%20-%20Partai%20Besar)&query_place_id=ChIJqQebVZPpaC4RgFWbuMCiElM;Toko Pakaian;;;;;;;
Tukang sablon bandung;4.8;27;Jl. Hasan Ali No.343, RT.03/RW.03;Kota Bandung;Jawa Barat;ID;;+62 812-2244-6745;Toko Sablon;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tukang%20sablon%20bandung&query_place_id=ChIJNXn_LJHnaC4RGK1s9Uz1Tg8;Toko Sablon;;;;;;;
Fontastics;5;17;Jl. Sudirman No.842;Kota Bandung;Jawa Barat;ID;https://shopee.co.id/SABLON-PLASTISOL-KAOS-SATUAN-LUSINAN-CUSTOM-CLOTHING-POLOS-PRIA-WANITA-i.27153666.6417893786;+62 857-2020-9095;Toko Kaos Custom;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Fontastics&query_place_id=ChIJq7hX2DzlaC4RraLq5re2XOs;Toko Kaos Custom;;;;;;;
Lucas SPS;4.6;757;Jl. Karang Anyar No.26;Kota Bandung;Jawa Barat;ID;http://www.lucassps.com/www.sablondigitalprint.com;+62 22 4234426;Toko Peralatan Sablon;Layanan cetak digital;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Lucas%20SPS&query_place_id=ChIJKULu5yPmaC4RZUFQUeB6iT8;Toko Peralatan Sablon;;;;;;;
BMS Graphics Screen Printing;4.5;108;Jl. Cicukang Holis No.11A;Kota Bandung;Jawa Barat;ID;http://www.bmsgraphics.com/;+62 22 6040981;Percetakan Komersial;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=BMS%20Graphics%20Screen%20Printing&query_place_id=ChIJ522s2FPvaC4RpBSAQlvtWfI;Percetakan Komersial;;;;;;;
Thrift shop lunox;;;Jl. Kebonlega 1;Kota Bandung;Jawa Barat;ID;;+62 897-7350-738;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Thrift%20shop%20lunox&query_place_id=ChIJ7VgFHn7paC4RBE_1WMnUcMA;Toko Pakaian;;;;;;;
JETSET KONVEKSI BANDUNG Pusat Sablon Kaos Termurah Terbaik;4.7;232;Jl. Surapati No.169;Kota Bandung;Jawa Barat;ID;https://www.jetsetkaosbandung.com/p/cara-pesan.html;+62 858-6141-4155;Toko Kaos Custom;Toko Pakaian Anak;Produsen pakaian dan kain;Toko Pakaian;Pemasok Pakaian;Pasar Grosir Pakaian;Penjahit Pesanan Khusus;Produsen;Toko Sablon;Toko Kaos;https://www.google.com/maps/search/?api=1&query=JETSET%20KONVEKSI%20BANDUNG%20Pusat%20Sablon%20Kaos%20Termurah%20Terbaik&query_place_id=ChIJtY5M_rDnaC4RVM4HHUONG6Q;Toko Kaos Custom;;;;;;;
Jasa Cetak DTF Sablon Termurah Premium Raja Print Bandung;4.9;67;Jl. Garuda No.65;Kota Bandung;Jawa Barat;ID;https://wa.me/6289683620509;+62 896-8362-0509;Layanan cetak digital;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Jasa%20Cetak%20DTF%20Sablon%20Termurah%20Premium%20Raja%20Print%20Bandung&query_place_id=ChIJewiLvPTlaC4RnOdRodZlcIw;Layanan cetak digital;;;;;;;
Era Warna SPS TOKOSABLONSPS;4.7;170;Jl. Kalipah Apo No.82;Kota Bandung;Jawa Barat;ID;https://linktr.ee/erawarnasps;+62 811-8957-597;Toko Peralatan Sablon;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Era%20Warna%20SPS%20TOKOSABLONSPS&query_place_id=ChIJVYd3HyLmaC4Rl3FiaNzy984;Toko Peralatan Sablon;;;;;;;
Blackstar Movement;5;2;Jl. Gudang Utara No.9;Kota Bandung;Jawa Barat;ID;https://blackstar.id/;+62 851-6999-9591;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Blackstar%20Movement&query_place_id=ChIJA0czBJnnaC4RoQwX_bhR1oI;Toko Pakaian;;;;;;;
BIKINBADJOE;4.6;1030;Jl. H. Mesri No.28;Kota Bandung;Jawa Barat;ID;http://www.instagram.com/bikinbadjoe;+62 812-9779-1409;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=BIKINBADJOE&query_place_id=ChIJQ6ABpyDmaC4RnskPN5xKHqU;Toko Pakaian;;;;;;;
Thrift Mobile Phone BEC Bandung;5;21;Istana BEC Jalan Purnawarman 13-15 Babakan Ciamis Lantai LG W-16;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/tmp.bec?igsh=MWlyMnNzZDZ6M2Y1dw==;+62 882-2222-0437;Toko Ponsel;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Thrift%20Mobile%20Phone%20BEC%20Bandung&query_place_id=ChIJyRuQGgDnaC4RJUjVnuhib0k;Toko Ponsel;;;;;;;
Sablon Kaos DTF Terdekat Bandung Murah dan Premium - MAHA DTF;4.9;56;Jl. Raya Kopo No.127A;Kota Bandung;Jawa Barat;ID;https://wa.me/628175714978;+62 817-5714-978;Toko Percetakan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sablon%20Kaos%20DTF%20Terdekat%20Bandung%20Murah%20dan%20Premium%20-%20MAHA%20DTF&query_place_id=ChIJ9cI4W_TpaC4Rx_lkVEUIXpU;Toko Percetakan;;;;;;;
Pakaian Anak Evikidsstuff;4.8;4;Jalan Kopo, Gang Sayang Kaak, Jl. Babakan Ciparay No.rt04/04 no 10;Kota Bandung;Jawa Barat;ID;;+62 898-6461-329;Toko Pakaian Anak;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pakaian%20Anak%20Evikidsstuff&query_place_id=ChIJyfZRLlnpaC4RnQnZ45Q1f9k;Toko Pakaian Anak;;;;;;;
Kosongkan Lemari;4.8;12;Jl. Pasang No.2;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/kosongkan.lemari?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==;;Toko Busana Vintage;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Kosongkan%20Lemari&query_place_id=ChIJEV3UpATnaC4RpQcLqKBli5U;Toko Busana Vintage;;;;;;;
Lasona Trans Studio Bandung;5;113;Trans Studio Mall Bandung Lantai 2 / E01B, Jl. Gatot Subroto Lantai 2;Kota Bandung;Jawa Barat;ID;https://www.lasona.com/;+62 22 86012364;Toko Pakaian Renang;Toko Pakaian Pantai;Toko Pakaian Anak;Toko Pakaian Pria;Toko Pakaian Ukuran Besar;Toko Pakaian Olahraga;Toko Pakaian Wanita;;;;https://www.google.com/maps/search/?api=1&query=Lasona%20Trans%20Studio%20Bandung&query_place_id=ChIJ1TIDhwDpaC4RFCmblUfugaY;Toko Pakaian Renang;;;;;;;
Baju Anak Murmer; Chibi Clothing Kids; Piyama Anak Laki/Perempuan; Baju Bayi Bahan Kaos;5;1;Jl. Darma Kusuma No.47;Kota Bandung;Jawa Barat;ID;;+62 813-9447-9277;Toko Pakaian Anak;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Baju%20Anak%20Murmer%2C%20Chibi%20Clothing%20Kids%2C%20Piyama%20Anak%20Laki%2FPerempuan%2C%20Baju%20Bayi%20Bahan%20Kaos&query_place_id=ChIJuaGyUJjpaC4RxePXN5qevGs;Toko Pakaian Anak;;;;
Babyshop Paskal 23;5;129;L3, Paskal Shopping Center, 23;Kota Bandung;Jawa Barat;ID;https://www.babyshopstores.id/;+62 813-8299-8918;Toko Pakaian Bayi;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Babyshop%20Paskal%2023&query_place_id=ChIJY9DTEVPnaC4RrXRcKLEvZ18;Toko Pakaian Bayi;;;;;;;
Toko Perdana;4.3;34;Jl. Sudirman No.1;Kota Bandung;Jawa Barat;ID;https://tokopedia.link/tokoperdanababy;+62 896-4647-4796;Toko Perlengkapan Bayi;Toko Pakaian Anak;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Perdana&query_place_id=ChIJXfoCfyTmaC4RkMffBcIJU8w;Toko Perlengkapan Bayi;;;;;;;
yumnasa | Toko Busana Muslim Terlengkap Bandung;5;23;Pasar baru heritage, Jl. Otto Iskandar Dinata No.84 - 92 D1-02;Kota Bandung;Jawa Barat;ID;;+62 877-2805-1888;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=yumnasa%20%7C%20Toko%20Busana%20Muslim%20Terlengkap%20Bandung&query_place_id=ChIJY8SVdo7paC4R9stAbu9FZUg;Toko Pakaian;;;;;;;
Superzie - RGKids Distro Kaos Anak Premium usia 4-12 tahun Bandung (Rayintya Grosir & Abadi Grosir);5;2;Jl. Saluyu Indah IV No.21-22;Kota Bandung;Jawa Barat;ID;http://shopee.co.id/rayintya;+62 896-8000-0167;Grosir;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Superzie%20-%20RGKids%20Distro%20Kaos%20Anak%20Premium%20usia%204-12%20tahun%20Bandung%20(Rayintya%20Grosir%20%26%20Abadi%20Grosir)&query_place_id=ChIJ64TWIxzDaC4RGAiGuMsRYXw;Grosir;;;;;;;
Paberik Badjoe;4.4;7341;Jl. Soekarno-Hatta No.573;Kota Bandung;Jawa Barat;ID;;+62 22 7337269;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Paberik%20Badjoe&query_place_id=ChIJKdv-jmnoaC4RWzkGFnSpp0k;Toko Pakaian;;;;;;;
sablon kaos satuan;4.7;86;Gg. Cibunut Utara;Kota Bandung;Jawa Barat;ID;https://holycity-printing.xyz/;+62 859-2254-2013;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=sablon%20kaos%20satuan&query_place_id=ChIJtyKA8IbnaC4RpFROE3659XY;Toko Pakaian;;;;;;;
Momi Baby & Kids Shop;4.6;206;Jl. Batununggal Indah I No.27;Kota Bandung;Jawa Barat;ID;;+62 878-3248-8795;Toko Perlengkapan Bayi;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Momi%20Baby%20%26%20Kids%20Shop&query_place_id=ChIJG_U0_1voaC4RmunmLNr07_I;Toko Perlengkapan Bayi;;;;;;;
Indokids Baby Shop Kiaracondong;4.9;19;Jl. Ibrahim Adjie No.388;Kota Bandung;Jawa Barat;ID;http://www.indokids.co.id/;+62 822-6000-0728;Toko Perlengkapan Bayi;Toko Pakaian Bayi;Toko Mainan;;;;;;;;https://www.google.com/maps/search/?api=1&query=Indokids%20Baby%20Shop%20Kiaracondong&query_place_id=ChIJK1llhmvoaC4RmEikRjWY3Sw;Toko Perlengkapan Bayi;;;;;;;
Moa Kids Bandung Distributor Baju Anak;5;3;3HFR+6H6, Gg. Raden Dewi IV, RT.04/RW.02;Kota Bandung;Jawa Barat;ID;;+62 896-6489-8916;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Moa%20Kids%20Bandung%20Distributor%20Baju%20Anak&query_place_id=ChIJzbwcQ73naC4R05x-y7EoMH8;Toko Pakaian;;;;;;;
Thrifting Padalarang;5;1;kp Jl. Purabaya;Kabupaten Bandung Barat;Jawa Barat;ID;;+62 821-2109-5089;Toko Pakaian Wanita;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Thrifting%20Padalarang&query_place_id=ChIJ2zvF0InnaC4RdmAWmRYW5xM;Toko Pakaian Wanita;;;;;;;
Atrami Thrift Shop;;;Jl. Leuwi Panjang No.103;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/stories/atramishop/2806055668887636744/;+62 813-2011-7378;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Atrami%20Thrift%20Shop&query_place_id=ChIJc0nyiTXpaC4RuZF5ILmkAgg;Toko Pakaian;;;;;;;
Rima Baju Anak & Keluarga;4.4;26;Jl. Golf Bar. XIII No.11;Kota Bandung;Jawa Barat;ID;;+62 895-3016-8906;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rima%20Baju%20Anak%20%26%20Keluarga&query_place_id=ChIJB8ZYmVfdaC4Ro7Hrq3kJAhw;Toko Pakaian;;;;;;;
