"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Bengkel Motor Laswi 74 Bandung","5","8","Jl. Laswi No.74","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Laswi%2074%20Bandung&query_place_id=ChIJdbKtJQDnaC4RptMd8u54Wus","Bengkel Sepeda Motor"
"Jevan Motor","4.3","184","Jl. Suniaraja No.130 A","Kota Bandung","Jawa Barat","ID",,"+62 22 4202755","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jevan%20Motor&query_place_id=ChIJf_hNjzzmaC4Rx2cZo3jNvhw","Bengkel Sepeda Motor"
"YOONG MOTOR BANDUNG - SPD x AUTONETCARE x LUMENS","5","10","Jl. Kiara Sari Utama I Jl. Margacinta No.24A","Kota Bandung","Jawa Barat","ID","https://powerplus.id/","+62 813-1777-3044","Bengkel Mesin",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=YOONG%20MOTOR%20BANDUNG%20-%20SPD%20x%20AUTONETCARE%20x%20LUMENS&query_place_id=ChIJZfj_jJbpaC4R5ciS7IdapqY","Bengkel Mesin"
"Lingga Motor Sparepart & Service","3.7","451","Jl. Soekarno-Hatta No.761a","Kota Bandung","Jawa Barat","ID",,"+62 821-1784-2744","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lingga%20Motor%20Sparepart%20%26%20Service&query_place_id=ChIJQbskTtbDaC4RaEjaOWTwRa8","Bengkel Sepeda Motor"
"Bengkel Motor Pak Endang","5","6","Kp Cihanja, RT.02 RW10/RW.No.118","Kota Bandung","Jawa Barat","ID",,"+62 853-1783-0824","Bengkel Sepeda Motor","Montir",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Pak%20Endang&query_place_id=ChIJfYmzlNTnaC4R7A6RGue5Dho","Bengkel Sepeda Motor"
"Mekanik Motor panggilan","3.6","183","Jl. Ibrahim Adjie Jl. Binong Jati No.330","Kota Bandung","Jawa Barat","ID","http://www.mekanikmotorpanggilan.com/","+62 877-1577-7835","Bengkel Sepeda Motor","Montir",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mekanik%20Motor%20panggilan&query_place_id=ChIJ1yVaBk7paC4Rh7-YY0_lKHU","Bengkel Sepeda Motor"
"Bengkel Motor & Aksesoris — Berkah Pit Station","4","5","Jl. Padasuka Atas No.123","Kota Bandung","Jawa Barat","ID",,"+62 811-8681-262","Toko Suku Cadang Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20%26%20Aksesoris%20%E2%80%94%20Berkah%20Pit%20Station&query_place_id=ChIJZfEMpJrnaC4RE1izPU7Li9k","Toko Suku Cadang Motor"
"bengkel Motor",,,"4H7P+9XW, kp","Kota Bandung","Jawa Barat","ID",,"+62 853-2008-3433","Kantor Perusahaan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=bengkel%20Motor&query_place_id=ChIJPcCllKfnaC4RVlQ_qaNV9MU","Kantor Perusahaan"
"TDR Yonk Jaya Pungkur","4.5","311","Jl. Pungkur","Kota Bandung","Jawa Barat","ID",,"+62 823-1547-0223","Toko Suku Cadang Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TDR%20Yonk%20Jaya%20Pungkur&query_place_id=ChIJZZ02R-bpaC4RUKuz_wHFeiU","Toko Suku Cadang Motor"
"Bandung Motor","4.4","229","no Jl. Gatot Subroto No.389","Kota Bandung","Jawa Barat","ID",,"+62 22 7312003","Toko Ban",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bandung%20Motor&query_place_id=ChIJMU8EaXToaC4RdCzQ9c23Khg","Toko Ban"
"Bengkel motor Banceuy auto","5","1","kios 5 dan, Jln lodaya no 20, Jl. Banceuy No.2","Kota Bandung","Jawa Barat","ID",,"+62 812-2352-1399","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20Banceuy%20auto&query_place_id=ChIJ7YlAKeDnaC4RljBZ4Ggpo2E","Bengkel Mobil"
"DHY BENGKEL MOTOR","4.8","50","Jl. Mars Sel. VIII No.45 Blok O","Kota Bandung","Jawa Barat","ID",,"+62 819-0332-1771","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DHY%20BENGKEL%20MOTOR&query_place_id=ChIJ1166NcbpaC4RUH9kQYzt8SE","Bengkel Sepeda Motor"
"Bengkel Diesel - AB Motor","4.5","154","Jl. Soekarno-Hatta No.427","Kota Bandung","Jawa Barat","ID",,"+62 822-1918-9000","Bengkel Mesin Diesel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Diesel%20-%20AB%20Motor&query_place_id=ChIJTeQNT43oaC4RSUX96maOuow","Bengkel Mesin Diesel"
"Bengkel BHG Motor","4.4","65","Jl. Ranca Oray No.140","Kota Bandung","Jawa Barat","ID",,"+62 853-1431-1200","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20BHG%20Motor&query_place_id=ChIJI2uV4oDCaC4RQFFpvIG9wr0","Bengkel Sepeda Motor"
"Sahabat Motor Bandung","3.9","18","Jl. Baladewa D No.4","Kota Bandung","Jawa Barat","ID",,"+62 877-2244-6696","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sahabat%20Motor%20Bandung&query_place_id=ChIJLWIFi2zmaC4Rok8NG1-wMnM","Bengkel Sepeda Motor"
"Planet Ban Padasuka","4.5","111","Jl. Padasuka No.59","Kota Bandung","Jawa Barat","ID","https://lokasi.planetban.com/planet-ban-jalan-padasuka-pasirlayung-motorcycle-repair-shop-kota-bandung-bandung-393987/Home?utm_source=locator&utm_medium=googleplaces","+62 817-0006-055","Bengkel Sepeda Motor","Bengkel Motor Skuter","Toko Suku Cadang Motor","Layanan ban","Toko Ban",,,,,,"https://www.google.com/maps/search/?api=1&query=Planet%20Ban%20Padasuka&query_place_id=ChIJoY_FYw7naC4RGeO8ca3rvug","Bengkel Sepeda Motor"
"bengkel motor Team Rusuh97","5","2","Jl. Cikutra Barat No.97, RT.06/RW.06","Kota Bandung","Jawa Barat","ID",,"+62 821-1646-9237","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=bengkel%20motor%20Team%20Rusuh97&query_place_id=ChIJ12NBda7naC4RGQ6ldEec4X0","Bengkel Sepeda Motor"
"Jok Motor (AG J_team)","4.9","129","Gg. Kubang Sari VII Gg. Flamboyan No.44","Kota Bandung","Jawa Barat","ID",,"+62 822-4477-4200","Toko Suku Cadang Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jok%20Motor%20(AG%20J_team)&query_place_id=ChIJK2xFR1LmaC4RHb-1wGsmoDc","Toko Suku Cadang Motor"
"RJ_Line MX","4.8","81","Jl. Katapang Kaler No.17","Kota Bandung","Jawa Barat","ID",,"+62 895-2489-0248","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=RJ_Line%20MX&query_place_id=ChIJ3T5Zfu3naC4Rkkj8q_mtTQs","Bengkel Sepeda Motor"
"Service Shockbreaker Motor Bandung ( Buah batu )","5","4","Jl. Terusan Buah Batu No.153","Kota Bandung","Jawa Barat","ID",,"+62 858-6483-9750","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20Shockbreaker%20Motor%20Bandung%20(%20Buah%20batu%20)&query_place_id=ChIJvaezD3jpaC4R2-ZAnqChKs4","Bengkel Sepeda Motor"
"Maju Motor","4.1","335","Jl. Pungkur No.82D","Kota Bandung","Jawa Barat","ID",,"+62 899-7827-427","Toko Suku Cadang Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maju%20Motor&query_place_id=ChIJKy-I-CfmaC4R-hgtNlMuh-E","Toko Suku Cadang Motor"
"Bengkel Motor 24Jam R.R.K.P","5","1","3HMR+QGP, Jl. Kb. Jati Gg. Minyak Tanah","Kota Bandung","Jawa Barat","ID",,"+62 812-2403-6234","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%2024Jam%20R.R.K.P&query_place_id=ChIJd_kLVwDnaC4Rg2tqRI5gBdk","Bengkel Sepeda Motor"
"Logos Variasi Motor","2.2","286","Jl. Lengkong Besar No.20a","Kota Bandung","Jawa Barat","ID",,"+62 813-1221-3235","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Logos%20Variasi%20Motor&query_place_id=ChIJMzhS8CjmaC4RR-ZKQ4u4oc0","Bengkel Sepeda Motor"
"Venus Motor Bandung","4.4","346","Jl. Lengkong Besar No.91","Kota Bandung","Jawa Barat","ID",,"+62 22 4232076","Toko Suku Cadang Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Venus%20Motor%20Bandung&query_place_id=ChIJJZ1csinmaC4REGeb7pKvCWA","Toko Suku Cadang Motor"
"Santoso Mandiri Motor","3.1","53","Jl. PSM No.37c","Kota Bandung","Jawa Barat","ID",,"+62 22 7332714","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Santoso%20Mandiri%20Motor&query_place_id=ChIJLRsqUnXoaC4R9EZVVB5rzwo","Bengkel Motor Skuter"
"Body Press LOMBOK MOTOR Bandung","4.7","935","Jl. Lombok No.11 S","Kota Bandung","Jawa Barat","ID","http://lombokmotor.com/","+62 822-1497-7125","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Body%20Press%20LOMBOK%20MOTOR%20Bandung&query_place_id=ChIJx9fdWTTmaC4R2yAlS8S8qzU","Bengkel Sepeda Motor"
"Bengkel Motor Pahlawan BAM","2","1","Jl. Sidomukti No.99c","Kota Bandung","Jawa Barat","ID",,"+62 22 2514545","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Pahlawan%20BAM&query_place_id=ChIJf8oHvqXnaC4RUcSbPRMmnCA","Bengkel Sepeda Motor"
"Bengkel Motor Sibatu","5","1","Jl. Khp Hasan Mustopa No.36","Kota Bandung","Jawa Barat","ID",,"+62 831-3379-1922","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Sibatu&query_place_id=ChIJxyqM-uPnaC4R-yycqz_8qmg","Bengkel Sepeda Motor"
"zans motor bengkel motor panggilan","4.8","17","Jl. Arjuna","Kota Bandung","Jawa Barat","ID",,"+62 899-6068-693","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=zans%20motor%20bengkel%20motor%20panggilan&query_place_id=ChIJx3xM_kbnaC4RA6V19v6J5cU","Bengkel Sepeda Motor"
"DAVIN'S JAYA MOTOR DJM Bandung","3.8","28","Jl. Purwakarta J No.139","Kota Bandung","Jawa Barat","ID",,"+62 821-3065-7972","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DAVIN'S%20JAYA%20MOTOR%20DJM%20Bandung&query_place_id=ChIJmydUFYDnaC4RfWRsBi08FSM","Bengkel Sepeda Motor"
"Bengkel Motor Mabez Garage","5","13","Jl. Muhamad No.320 B","Kota Bandung","Jawa Barat","ID",,"+62 857-0359-9250","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Mabez%20Garage&query_place_id=ChIJh_obhvrnaC4Rw5kcNo9foL4","Bengkel Sepeda Motor"
"Jaya Motor Katapang","4.4","186","Jl. Katapang No.4","Kota Bandung","Jawa Barat","ID",,"+62 888-0236-8242","Toko Ban",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jaya%20Motor%20Katapang&query_place_id=ChIJ01nfmSzmaC4RNvsrRzXxv0A","Toko Ban"
"Budi Jaya Motor","4.3","91","Jl. Rancabolang No.112","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Budi%20Jaya%20Motor&query_place_id=ChIJJevV0hjoaC4RbknY7H7jXOo","Bengkel Sepeda Motor"
"GARASI SKUTER BANDUNG","4.5","91","3H6X+RC5, Jl. Peta No.121","Kota Bandung","Jawa Barat","ID","https://linktr.ee/garasiskuterbdg","+62 811-2196-886","Bengkel Motor Skuter","Bengkel Sepeda Motor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GARASI%20SKUTER%20BANDUNG&query_place_id=ChIJZdkc5aLoaC4RPUDPnDsToNc","Bengkel Motor Skuter"
"Service Shockbreaker Motor Bandung ( Ciwastra )","4.3","364","Jl. Ciwastra No.189 RT 06/08","Kota Bandung","Jawa Barat","ID",,"+62 815-7380-2105","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20Shockbreaker%20Motor%20Bandung%20(%20Ciwastra%20)&query_place_id=ChIJ_xhudyLpaC4RTwfffgjZfvs","Bengkel Sepeda Motor"
"Dealer & Bengkel Honda Netral Jaya Motor Bandung","4.9","3888","Jl. Pasir Kaliki No.100","Kota Bandung","Jawa Barat","ID","http://netraljayamotor.com/","+62 811-1255-5100","Dealer Honda","Toko Suku Cadang Motor","Bengkel Sepeda Motor",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dealer%20%26%20Bengkel%20Honda%20Netral%20Jaya%20Motor%20Bandung&query_place_id=ChIJbTb--2nmaC4RrGvnwlE5H8c","Dealer Honda"
"Bengkel motor/Iday Jasa Crom","5","4","Gg. Pancasila No.8","Kota Bandung","Jawa Barat","ID",,"+62 818-0429-6305","Akomodasi berlayanan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%2FIday%20Jasa%20Crom&query_place_id=ChIJwRyzdIfnaC4R4zXlaUhqZe0","Akomodasi berlayanan"
"Service Motor","5","2","4H4M+GH7, Jl. Sukawarna","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Service%20Motor&query_place_id=ChIJPRE_ZXvmaC4RSDrNCztzLVQ","Bengkel Mobil"
"Bintang Motor","4.8","64","Jl. Veteran","Kota Bandung","Jawa Barat","ID",,"+62 22 4240185","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bintang%20Motor&query_place_id=ChIJYbXMyi3maC4RO8xh-GVCXQA","Bengkel Mobil"
"Bengkel motor MR mamen racing concept","5","7","Jl. Terusan Pasirkoja No.237","Kota Bandung","Jawa Barat","ID",,"+62 812-2184-2040","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20MR%20mamen%20racing%20concept&query_place_id=ChIJN1xwH93naC4Rxre2zJHIGOg","Bengkel Sepeda Motor"
"Ahass Ria Motor Rancabolang","4.6","911","Jl. Soekarno-Hatta Jl. Rancabolang No.620","Kota Bandung","Jawa Barat","ID",,"+62 895-3398-78568","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ahass%20Ria%20Motor%20Rancabolang&query_place_id=ChIJG3XrYxzoaC4RPuTBosfz7Y8","Bengkel Sepeda Motor"
"bengkel motor Cepi EMRT",,,"Jalan Batu Rengat No.rt 01","Kota Bandung","Jawa Barat","ID",,"+62 895-3290-72332","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=bengkel%20motor%20Cepi%20EMRT&query_place_id=ChIJNdCEIQDnaC4RHFH1WHAW5eo","Bengkel Sepeda Motor"
"Custom Part Motor Bandung","4.5","2","Jl. Citepus III No.2","Kota Bandung","Jawa Barat","ID",,"+62 851-7241-0437","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Custom%20Part%20Motor%20Bandung&query_place_id=ChIJ4yDenQLnaC4RoZoJcdTAPI0","Bengkel Sepeda Motor"
"Spesialis satria fu karbu, fu injeksi, GSX bandung bengkel ARM wajib buat janjian","4.9","26",,"Kota Bandung","Jawa Barat","ID",,"+62 822-1562-3931","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Spesialis%20satria%20fu%20karbu%2C%20fu%20injeksi%2C%20GSX%20bandung%20bengkel%20ARM%20wajib%20buat%20janjian&query_place_id=ChIJRR7Hs7npaC4R-rnxiyIVHUo","Bengkel Sepeda Motor"
"Agung Motor","3.8","100","Jl. Otto Iskandar Dinata No.506","Kota Bandung","Jawa Barat","ID",,"+62 818-0958-8828","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Agung%20Motor&query_place_id=ChIJ1-_QhJ7oaC4RIQU_u8LU2k8","Bengkel Sepeda Motor"
"Gtr Racing Team","5","8","Gg. Pelesiran X No.100","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/gtr_racingteam/","+62 896-3048-8858","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gtr%20Racing%20Team&query_place_id=ChIJ60l5v83laC4RPuDO5jk0Sck","Bengkel Motor Skuter"
"Fajar Motor","5","1","Jl. Sadang Serang No.18","Kota Bandung","Jawa Barat","ID",,"+62 821-1506-0990","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fajar%20Motor&query_place_id=ChIJwSfzUarnaC4RdDeUeMNVbRE","Bengkel Sepeda Motor"
"Inti Motor","4.1","205","Jl. Cikawao No.24A","Kota Bandung","Jawa Barat","ID",,"+62 819-1039-4000","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Inti%20Motor&query_place_id=ChIJK2tn3SnmaC4RjWGiey_3pNs","Bengkel Sepeda Motor"
"Bengkel Motor Kembar Solo Jon Zengak","3","1","Jl. Arjuna No.29","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Kembar%20Solo%20Jon%20Zengak&query_place_id=ChIJPRbx0hPmaC4RLsOChj3dx3g","Bengkel Mobil"
"Planet Ban Jalan Cemara Pasteur","4.3","98","Jl. Cemara No.58 RT/RW 03/01","Kota Bandung","Jawa Barat","ID","https://lokasi.planetban.com/planet-ban-jalan-cemara-pasteur-motorcycle-repair-shop-sukajadi-bandung-393939/Home?utm_source=locator&utm_medium=googleplaces","+62 817-0006-055","Bengkel Sepeda Motor","Bengkel Motor Skuter","Toko Suku Cadang Motor","Layanan ban","Toko Ban",,,,,,"https://www.google.com/maps/search/?api=1&query=Planet%20Ban%20Jalan%20Cemara%20Pasteur&query_place_id=ChIJ13vAgIDnaC4Rm8lTto-7ZnE","Bengkel Sepeda Motor"
"Bengkel Honda Daya Motor Gedebage","4.2","226","Jl. Gedebage Selatan No.15-20","Kota Bandung","Jawa Barat","ID",,"+62 22 87528035","Bengkel Motor Elektrik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Honda%20Daya%20Motor%20Gedebage&query_place_id=ChIJ7azYKIrCaC4RDSPkofITFug","Bengkel Motor Elektrik"
"Bengkel Bina Motor","4.2","104","Jl. Terusan Jakarta No.51","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/binamotor51","+62 856-2443-6939","Bengkel Sepeda Motor","Toko Suku Cadang Motor","Toko Sepeda Motor",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Bina%20Motor&query_place_id=ChIJoa9QDOnnaC4Ri6__CfRiuA8","Bengkel Sepeda Motor"
"Family Motor Bengkel","5","3","Jl. Cimuncang No.43","Kota Bandung","Jawa Barat","ID",,"+62 852-9500-1777","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Family%20Motor%20Bengkel&query_place_id=ChIJH-1KoZbnaC4REdlVXdBQmQE","Bengkel Mobil"
"Suzuki Setiabudi Bandung PT Nusantara Jaya Sentosa","4.9","327","Jl. Dr. Setiabudi No.78","Kota Bandung","Jawa Barat","ID","https://suzukinjs.co.id/setiabudi","+62 821-2221-4360","Dealer mobil","Bengkel Mobil","Dealer Suzuki",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Suzuki%20Setiabudi%20Bandung%20PT%20Nusantara%20Jaya%20Sentosa&query_place_id=ChIJBVZCEKTnaC4RUFj41Is2hFk","Dealer mobil"
"SHD Scooter Bandung","4.9","185","Jl. Sawah Kurung No.21B","Kota Bandung","Jawa Barat","ID",,"+62 812-9099-2222","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SHD%20Scooter%20Bandung&query_place_id=ChIJfQdFBn7oaC4RAfVjcQQjgMM","Bengkel Motor Skuter"
"Sona Motor Bandung","4.6","8","Jalan Terusan Saluyu Jl. Ciwastra No.344","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sona%20Motor%20Bandung&query_place_id=ChIJbyrD4b3DaC4RBgmDp-EbIz8","Bengkel Sepeda Motor"
"AHASS Honda Bengkel Tunas Jaya Motor","4.8","801","Jl. Terusan Buah Batu No.289","Kota Bandung","Jawa Barat","ID",,"+62 831-7171-3253","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AHASS%20Honda%20Bengkel%20Tunas%20Jaya%20Motor&query_place_id=ChIJuxiRGkzoaC4RLTCF4vyMkag","Bengkel Sepeda Motor"
"UWINFLY BANDUNG / BENGKEL MOTOR & SEPEDA LISTRIK","4.8","77","Jl. Ibu Inggit Garnasih No.70","Kota Bandung","Jawa Barat","ID",,"+62 822-1993-8869","Dealer kendaraan bermotor elektrik","Bengkel Motor Elektrik",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=UWINFLY%20BANDUNG%20%2F%20BENGKEL%20MOTOR%20%26%20SEPEDA%20LISTRIK&query_place_id=ChIJ-3_IFknnaC4R0e_gwTydAgA","Dealer kendaraan bermotor elektrik"
"DK Motor Performance","5","2","Jl. Denki No.8 belakang, RW.53","Kota Bandung","Jawa Barat","ID",,"+62 838-2122-8828","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DK%20Motor%20Performance&query_place_id=ChIJ1WAN45zpaC4RA8m3FUTSjLU","Bengkel Sepeda Motor"
"bengkel motor pak uu","4","3","4J99+MMF","Kota Bandung","Jawa Barat","ID",,"","Bengkel Motor Elektrik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=bengkel%20motor%20pak%20uu&query_place_id=ChIJbe7Oz_3maC4RcqXkI3wbzIc","Bengkel Motor Elektrik"
"Budi bengkel motor","5","2","Gg. Pancasila No.14","Kota Bandung","Jawa Barat","ID",,"+62 831-1320-6684","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Budi%20bengkel%20motor&query_place_id=ChIJgbqsJQDnaC4RYymVUtrjTiw","Bengkel Sepeda Motor"
"GOTZ 28 RACING BANDUNG","4.7","10","rancasawo GG h Mursidi 03/18 c43","Kota Bandung","Jawa Barat","ID",,"+62 898-7384-261","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GOTZ%2028%20RACING%20BANDUNG&query_place_id=ChIJNwy3QczDaC4Ri2R9dj7R6s8","Bengkel Sepeda Motor"
"Amang Bengkel Motor","5","9","4J2W+HRG","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Amang%20Bengkel%20Motor&query_place_id=ChIJZ9UMKZTnaC4RmnF6OVrWN0E","Bengkel Sepeda Motor"
"ENEOS Cahaya Motor Bandung (Eneos Cahaya Motor)","3.9","156","Jl. Purwakarta No.107","Kota Bandung","Jawa Barat","ID","http://www.tokopedia.com/eneoscahayamotor","+62 22 7206024","Toko Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ENEOS%20Cahaya%20Motor%20Bandung%20(Eneos%20Cahaya%20Motor)&query_place_id=ChIJh_xGSKrnaC4ROYeYbshQhe0","Toko Sepeda Motor"
"Bengkel Motor Dinasty","1.3","9","Jl. Dr. Setiabudi No.22","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Dinasty&query_place_id=ChIJEQmebpnnaC4RfuHq8J8ta7w","Bengkel Sepeda Motor"
"Modifikasi motor bandung","3","3","Jl. Pungkur No.120","Kota Bandung","Jawa Barat","ID",,"+62 878-0065-1333","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Modifikasi%20motor%20bandung&query_place_id=ChIJT5YOdQjpaC4RrDPmi9WSru4","Bengkel Sepeda Motor"
"Bengkel Motor ""Pandawa Motor""","5","1","Jl. Singa Perbangsa No.103-1","Kota Bandung","Jawa Barat","ID",,"","Kantor Perusahaan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20%22Pandawa%20Motor%22&query_place_id=ChIJvd0fRgXnaC4R3opHMIM_MKs","Kantor Perusahaan"
"BENGKEL MOTOR DS027GARAGE","5","60","Jl. Sirnagalih No.1 no.1","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BENGKEL%20MOTOR%20DS027GARAGE&query_place_id=ChIJWyRR5dDnaC4RkjeIsc-zJcw","Bengkel Sepeda Motor"
"Irgi Motor Bandung ( Mekanik Motor Panggilan)","4","9","Jl. Cipaku I No.14","Kota Bandung","Jawa Barat","ID",,"+62 853-1409-7395","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Irgi%20Motor%20Bandung%20(%20Mekanik%20Motor%20Panggilan)&query_place_id=ChIJ_17yWj3naC4RGvZxlcVNaA0","Bengkel Sepeda Motor"
"Bengkel Motor Anugrah (Malam hari Nasi Goreng dan Soto & Pecel)","4.7","3","Jl. Cibeunying Kolot No.21","Kota Bandung","Jawa Barat","ID",,"","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Anugrah%20(Malam%20hari%20Nasi%20Goreng%20dan%20Soto%20%26%20Pecel)&query_place_id=ChIJ8eYbEKnnaC4RQ1xq9lNIcJU","Bengkel Motor Skuter"
"Awank Motor","4.2","12","Jl. Cemara No.75","Kota Bandung","Jawa Barat","ID",,"+62 852-2134-9778","Bengkel Ganti Oli",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Awank%20Motor&query_place_id=ChIJIyq8zfTmaC4RhhQrjM0ZjWg","Bengkel Ganti Oli"
"Yamaha Bandung Raya","4.2","481","Jl. Dr. Setiabudi No.157","Kota Bandung","Jawa Barat","ID","https://m.facebook.com/pages/yamaha-bandung-raya-motor/699902563370629?rf=573020116089827","+62 811-233-127","Dealer Sepeda Motor","Toko Suku Cadang Motor","Toko Sepeda Motor","Tempat Parkir Sepeda Motor",,,,,,,"https://www.google.com/maps/search/?api=1&query=Yamaha%20Bandung%20Raya&query_place_id=ChIJd1sryJXmaC4RS066OO6JBhY","Dealer Sepeda Motor"
