"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Dnr Custom Hnalpot Motor","1","1","4J39+J4W, Jl. Singa Perbangsa","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dnr%20Custom%20Hnalpot%20Motor&query_place_id=ChIJXXsnZlLmaC4RPnKXqbkzndk","Bengkel Mobil"
"Garage Pasteur","4.9","12",,"Kota Bandung","Jawa Barat","ID",,"+62 821-1997-9568","Bengkel Bongkar Pasang Mesin",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Garage%20Pasteur&query_place_id=ChIJR7aakNTnaC4RXwc3Tcmy4ZI","Bengkel Bongkar Pasang Mesin"
"Bengkel Cat Mobil Dadang Cs Motor","4.7","40","Jl. Karasak No.110 B","Kota Bandung","Jawa Barat","ID",,"+62 853-2113-2684","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Cat%20Mobil%20Dadang%20Cs%20Motor&query_place_id=ChIJOUywsuzoaC4R-OER1UTMUcU","Bengkel Mobil"
"Toko Pada Mulia","4.5","71","Jl. Belakang Pasar No.83","Kota Bandung","Jawa Barat","ID",,"+62 22 4204854","Grosir Produk Kebersihan","Grosir Perlengkapan Rumah Tangga",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Pada%20Mulia&query_place_id=ChIJiUb1mU_naC4RBLP4_gCXy48","Grosir Produk Kebersihan"
"Ebelz Motorcycle/Car Repainting and Service","5","11","Jl. Cirapuhan, RT.07/RW.01","Kota Bandung","Jawa Barat","ID",,"+62 858-6091-0496","Mekanik Bagian Luar Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ebelz%20Motorcycle%2FCar%20Repainting%20and%20Service&query_place_id=ChIJz3LDb6jnaC4RI_hG7l-eLBw","Mekanik Bagian Luar Mobil"
"Sangkan Hurip Motor","4.3","155","Jl. Raya Derwati No.83","Kota Bandung","Jawa Barat","ID",,"+62 857-7777-1178","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sangkan%20Hurip%20Motor&query_place_id=ChIJQ-daTYjCaC4RwgWV2JcL1Bg","Bengkel Sepeda Motor"
"Bengkel Bubut Kasih Abadi","5","6","Jl. Bahagia Permai ll No.62","Kota Bandung","Jawa Barat","ID",,"+62 851-0070-7191","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Bubut%20Kasih%20Abadi&query_place_id=ChIJR0XaozjoaC4RMv4fgU1F5HY","Bengkel Sepeda Motor"
"Naripan Body Repair dan Paint","4.5","22","Jl. Sriwijaya No.3","Kota Bandung","Jawa Barat","ID","http://www.naripanmotor.com/body-repair-and-oven-painting","+62 895-3772-65511","Bengkel Perbaikan Bodi Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Naripan%20Body%20Repair%20dan%20Paint&query_place_id=ChIJDQbzBI3oaC4RCoj9DwBm4tM","Bengkel Perbaikan Bodi Mobil"
"Bengkel Las HD","4.4","8","3MF9+8C7, Jl. Parakan Saat","Kota Bandung","Jawa Barat","ID",,"+62 813-2101-6751","Bengkel Mesin Diesel",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Las%20HD&query_place_id=ChIJXb2cHADoaC4RvArNlb5uDQs","Bengkel Mesin Diesel"
"Automaster Bengkel Antapani","4.3","1326","Jl. Terusan Jakarta No.118","Kota Bandung","Jawa Barat","ID","http://www.automasterbengkel.id/","+62 22 71520001","Bengkel Mobil","Tempat Pencucian Mobil",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Automaster%20Bengkel%20Antapani&query_place_id=ChIJTzZ8Ou7naC4RXDR4IkFM8rc","Bengkel Mobil"
"OtoXpert Bandung Peta - Bengkel Mobil Kota Bandung Terdekat Servis AC Ganti Oli Aki Ban Rem Tune Up Servis Berkala Spooring","4.9","686","Jl. Peta No.42","Kota Bandung","Jawa Barat","ID","https://wa.link/qeilr6","+62 21 80678378","Bengkel Mobil","Bengkel Tune Up","Bengkel Rem","Toko Aki Mobil","Jasa perbaikan mesin","Bengkel Ganti Oli","Jasa Balancing Roda",,,,"https://www.google.com/maps/search/?api=1&query=OtoXpert%20Bandung%20Peta%20-%20Bengkel%20Mobil%20Kota%20Bandung%20Terdekat%20Servis%20AC%20Ganti%20Oli%20Aki%20Ban%20Rem%20Tune%20Up%20Servis%20Berkala%20Spooring&query_place_id=ChIJ_xLH3nnpaC4RxTH8qVqCjDc","Bengkel Mobil"
"Younx's Variasi","4.6","50","Jl. Pajajaran No.99","Kota Bandung","Jawa Barat","ID","http://younxvariasi.blogspot.com/","+62 22 6013247","Toko Aksesori Mobil","Bengkel Mobil","Toko Audio Mobil",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Younx's%20Variasi&query_place_id=ChIJDbH0QGvmaC4RXvj62YM-Co8","Toko Aksesori Mobil"
"Bengkel Las/Tralis Pak Awan","5","1","Pasar Besi Jatayu, Jl. Komud Supadio Bandung","Kota Bandung","Jawa Barat","ID",,"","Bengkel Bongkar Pasang Mesin",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Las%2FTralis%20Pak%20Awan&query_place_id=ChIJqTE1UwDnaC4R5-OGyBEq9k4","Bengkel Bongkar Pasang Mesin"
"service radiator panggilan","4.9","123","Jl. Banteng Kecil Jl. Lodaya No.25","Kota Bandung","Jawa Barat","ID",,"+62 822-1830-6352","Bengkel Radiator",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=service%20radiator%20panggilan&query_place_id=ChIJvYl4_b3naC4RP9_VpWAngMk","Bengkel Radiator"
"VOLTUS Knalpot","5","120","Jl Ciwastra.189, Ruko Jl. Kelapadua No.8","Kota Bandung","Jawa Barat","ID",,"+62 822-1131-1454","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=VOLTUS%20Knalpot&query_place_id=ChIJf4hD9XjpaC4RbbzvDZtkIRk","Bengkel Mobil"
"Bengkel Sinar Alami bengkel mobil, motor, las dan tambal ban","5","1","Jl. Sindangsari No.48","Kota Bandung","Jawa Barat","ID",,"+62 878-2593-9796","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Sinar%20Alami%20bengkel%20mobil%2C%20motor%2C%20las%20dan%20tambal%20ban&query_place_id=ChIJaYmnyaXdaC4RztSQ_lyeAfc","Bengkel Mobil"
"Las ketok panggilan",,,"3HRP+JM7","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Las%20ketok%20panggilan&query_place_id=ChIJ7eCb5STnaC4RMinf1DW6jnQ","Bengkel Mobil"
"Arlene body care ( body repair bandung )","5","7","Jl. Parakan Saat No.51","Kota Bandung","Jawa Barat","ID",,"+62 878-2049-5777","Mekanik Bagian Luar Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arlene%20body%20care%20(%20body%20repair%20bandung%20)&query_place_id=ChIJQXWfBx7paC4RfdRCxO7pFbg","Mekanik Bagian Luar Mobil"
"Bengkel Las & Cat Duco",,,"Jl. Peta No.113","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Las%20%26%20Cat%20Duco&query_place_id=ChIJy10x6qLoaC4RB_nyFSec9K8","Bengkel Mobil"
"Bengkel Pa Didi","4.7","3","Jl. Cisaranten Wetan No.23","Kota Bandung","Jawa Barat","ID",,"+62 851-0049-3756","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Pa%20Didi&query_place_id=ChIJExOylnLDaC4RSzBBW2aJSG8","Bengkel Mobil"
"Bengkel Las Knalpot ""Berkah Knalpot Fajar""","4.8","30","Jl. Terusan Jakarta No.171","Kota Bandung","Jawa Barat","ID",,"+62 858-7142-3186","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Las%20Knalpot%20%22Berkah%20Knalpot%20Fajar%22&query_place_id=ChIJ6YdaQNLnaC4RjkGHfqaltw8","Bengkel Mobil"
"Zavi Bengkel/Las Motor","5","1","3JVP+3P6","Kota Bandung","Jawa Barat","ID",,"+62 822-2983-2040","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Zavi%20Bengkel%2FLas%20Motor&query_place_id=ChIJN7G-HwDnaC4RwYl4lFkqEFw","Bengkel Sepeda Motor"
"Las Knalpot Motor","4.8","40","Jl. Karapitan No.29","Kota Bandung","Jawa Barat","ID",,"+62 895-4057-00412","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Las%20Knalpot%20Motor&query_place_id=ChIJt_uAwl7naC4R0Q7xUWrFjLQ","Bengkel Sepeda Motor"
"DD AUTO Service - Repaint Velg mobil dan Motor","4.7","31","Jl. Ciwastra No.145","Kota Bandung","Jawa Barat","ID","https://servisvelg.com/","+62 813-2273-2414","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DD%20AUTO%20Service%20-%20Repaint%20Velg%20mobil%20dan%20Motor&query_place_id=ChIJS8JmvzroaC4RUa8wsaVsRAw","Bengkel Sepeda Motor"
"Las Karbit Mdq","3.6","5","3H2Q+R7H, Jl. Raya Kopo","Kota Bandung","Jawa Barat","ID",,"+62 812-2167-7160","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Las%20Karbit%20Mdq&query_place_id=ChIJIbjaRLjoaC4RVabDhGy7Kh8","Bengkel Mobil"
"Bengkel Ketok Magic Barokah","5","21","Jl. Rumah Sakit No.133","Kota Bandung","Jawa Barat","ID",,"+62 813-1240-1515","Montir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Ketok%20Magic%20Barokah&query_place_id=ChIJXUX6U23DaC4Rt96hBj8StL4","Montir"
"Arnez De Lourdes Grosir Alat Kesehatan","5","3","Jl. Sukaraja No.109","Kota Bandung","Jawa Barat","ID",,"","Pemasok peralatan medis",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arnez%20De%20Lourdes%20Grosir%20Alat%20Kesehatan&query_place_id=ChIJKWnwlvDlaC4RYlPR_nk1DBQ","Pemasok peralatan medis"
"Bengkel Ketok Cat Arie","4.8","20","Jl. Karasak No.35","Kota Bandung","Jawa Barat","ID",,"+62 813-1297-1113","Bengkel Ketok Magic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Ketok%20Cat%20Arie&query_place_id=ChIJZRImVOvoaC4Rrwwv4rwHtpw","Bengkel Ketok Magic"
"Rumah Alkes Arcamanik","4.7","12","3MGH+7R6","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/rumahalkes.arcamanik?igsh=ZTduenk2Y2t5emgy&utm_source=qr","+62 898-9513-546","Pemasok peralatan medis",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Alkes%20Arcamanik&query_place_id=ChIJhebMZADdaC4R-8VLd2PWuCs","Pemasok peralatan medis"
"Inti Medical Store","4.9","69","Jl. Sederhana No.63","Kota Bandung","Jawa Barat","ID","http://www.intihealthstore.com/","+62 821-2000-6093","Toko",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Inti%20Medical%20Store&query_place_id=ChIJq3S_C17maC4R8i-Y5lZnVcc","Toko"
"Bengkel Las Ketok rrcs",,,"kebonkalapa blakang lapas Banceuy nomor 1A, RT.004/RW.002","Kota Bandung","Jawa Barat","ID",,"","Bengkel Perbaikan Bodi Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Las%20Ketok%20rrcs&query_place_id=ChIJ5RGAKb3paC4RqkXa1gOJgGs","Bengkel Perbaikan Bodi Mobil"
"Servis Dinamo","4.2","54","Awal, Jl. Buah Batu No.2","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Servis%20Dinamo&query_place_id=ChIJm4XkMIfoaC4RC-_24j50nug","Bengkel Mobil"
"KETOK MAGIC ADEJAYA BLITAR Body Repair & Paint","4.5","15","Jl. Cijagra No.69","Kota Bandung","Jawa Barat","ID",,"+62 896-8748-1547","Pengecatan Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KETOK%20MAGIC%20ADEJAYA%20BLITAR%20Body%20Repair%20%26%20Paint&query_place_id=ChIJg5HvZrbpaC4RkJdRS7LGheE","Pengecatan Mobil"
"ian bengkel velk, las aluminium, kuningan","3.3","4","Jl. Pajagalan No.85","Kota Bandung","Jawa Barat","ID",,"+62 838-7830-4545","Tukang Las",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ian%20bengkel%20velk%2C%20las%20aluminium%2C%20kuningan&query_place_id=ChIJ2aYzPbXnaC4R-2cswd5v5bk","Tukang Las"
"Buana Raya Knalpot 19","4.7","26","Jl. Sadakeling No.19","Kota Bandung","Jawa Barat","ID",,"+62 851-7159-0616","Toko Knalpot",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Buana%20Raya%20Knalpot%2019&query_place_id=ChIJb0YzMrzpaC4Re9NA2QTYZXQ","Toko Knalpot"
"Press Body Dyan Motor","4.9","273",,"Kota Bandung","Jawa Barat","ID",,"+62 817-2314-115","Bengkel Sepeda Motor","Bengkel Ketok Magic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Press%20Body%20Dyan%20Motor&query_place_id=ChIJB_qlCKbCaC4RFB-6c7tnNqY","Bengkel Sepeda Motor"
"BENGKEL MOBIL 89","4.7","19","Jl. Margacinta No.89a","Kota Bandung","Jawa Barat","ID",,"+62 822-1497-4789","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BENGKEL%20MOBIL%2089&query_place_id=ChIJvVt5GzDpaC4RH-n3yo6u3lY","Bengkel Mobil"
"Cipta Jaya","4.6","32","Jl. Terusan Pasirkoja No.144","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/cjo.id/","+62 851-5966-2545","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cipta%20Jaya&query_place_id=ChIJK1OO6BzmaC4RUqHbiehZTsk","Bengkel Mobil"
"Bengkel Pengecatan Mobil Paspud","5","1","Jl. Parakan Saat No.2","Kota Bandung","Jawa Barat","ID",,"+62 815-6011-611","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Pengecatan%20Mobil%20Paspud&query_place_id=ChIJ6ahso6fCaC4RNJr-eT38Iqc","Bengkel Mobil"
"JAYA KNALPOT","5","3","Jl. Raya Kopo No.263","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=JAYA%20KNALPOT&query_place_id=ChIJMdAqkbzoaC4R62FU44yFz9I","Bengkel Mobil"
"Jacky Las Karbit & Listrik","5","1","Jl. Ibrahim Adjie Gg. H. Kurdi","Kota Bandung","Jawa Barat","ID",,"+62 838-2213-3210","Tukang Las","Bengkel Mobil",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jacky%20Las%20Karbit%20%26%20Listrik&query_place_id=ChIJ8foebADpaC4RujDj55HkJzg","Tukang Las"
"Bengkel Las Ketok & Cat Duco","5","4","Jl. Panghegar No.10","Kota Bandung","Jawa Barat","ID",,"+62 853-2038-2818","Bengkel Ketok Magic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Las%20Ketok%20%26%20Cat%20Duco&query_place_id=ChIJS2BPpzTdaC4REMDQ11epd10","Bengkel Ketok Magic"
"Bengkel Las Ketok dan Cat Duco Dadang Motor","5","1","Jl. Tirtasari I No.67","Kota Bandung","Jawa Barat","ID",,"+62 815-7288-8081","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Las%20Ketok%20dan%20Cat%20Duco%20Dadang%20Motor&query_place_id=ChIJO90ExyXDaC4RD8cJ3Lf0Z6k","Bengkel Mobil"
"ABADI JAYA KNALPOT","3.4","10","Jl. Sadakeling No.57","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/knalpot_abadijaya57","+62 838-2650-3505","Toko Knalpot",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ABADI%20JAYA%20KNALPOT&query_place_id=ChIJz5ALFRPpaC4REDmV0SquVd4","Toko Knalpot"
"Bengkel Las Ketok Haji Amin","5","2","Ruko Asri, Jl. Ciwastra","Kota Bandung","Jawa Barat","ID",,"+62 853-1431-2474","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Las%20Ketok%20Haji%20Amin&query_place_id=ChIJRwXYdwDpaC4RqYzpSLB4IN0","Bengkel Mobil"
"Bejo Ketok Halus","4.8","142","Jl. Gatot Subroto No.45B","Kota Bandung","Jawa Barat","ID",,"+62 877-8055-8370","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bejo%20Ketok%20Halus&query_place_id=ChIJs1QKkE_naC4R56UFeziqtr8","Bengkel Mobil"
"Bengkel Bubut YS Technical","4.9","173","Jl. Inhoftank No.70","Kota Bandung","Jawa Barat","ID",,"+62 812-1497-124","Bengkel Bubut",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Bubut%20YS%20Technical&query_place_id=ChIJ6yARxpboaC4RDD2dcPQ4TcY","Bengkel Bubut"
"Bengkel Las Kebon Jati",,,"Jl. Kebon Jati No.164","Kota Bandung","Jawa Barat","ID",,"+62 22 6011803","Bengkel Mobil","Pemasok Peralatan Industri",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Las%20Kebon%20Jati&query_place_id=ChIJ9Zd3Az3maC4Ro63AUiqyXxU","Bengkel Mobil"
"Bengkel las ketok(cat duko)Pak.Ahmad","5","1","Jl. Soekarno-Hatta No.356","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20las%20ketok(cat%20duko)Pak.Ahmad&query_place_id=ChIJX0Q0aADpaC4R-R1NJGn4MI8","Bengkel Mobil"
"BENGKEL AMA (Jasa Roll, Bending Pipa & Bengkel Las) Bandung","4.6","50","Jl. Karapitan No.46","Kota Bandung","Jawa Barat","ID","https://bengkelama.com/","+62 22 4204608","Produsen","Konsultan industri","Pabrik Baja","Tukang Las",,,,,,,"https://www.google.com/maps/search/?api=1&query=BENGKEL%20AMA%20(Jasa%20Roll%2C%20Bending%20Pipa%20%26%20Bengkel%20Las)%20Bandung&query_place_id=ChIJ_Zy874HoaC4R8B9u31-BKQo","Produsen"
"Rodatama Motor","4.5","47","Jl. Margacinta No.89","Kota Bandung","Jawa Barat","ID",,"+62 813-2260-3523","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rodatama%20Motor&query_place_id=ChIJr8pq9jjoaC4RvcI6Z3USUPo","Bengkel Mobil"
"9Autoworks","4","167","Jl. Kembar II No.9","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/","+62 899-7972-048","Bengkel Perbaikan Bodi Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=9Autoworks&query_place_id=ChIJW3SAGZLoaC4RUMtWXZ94Atk","Bengkel Perbaikan Bodi Mobil"
"Otto Cemerlang Cat Oven & Body Repair","4.6","100","Jl. Komodor Udara Supadio No.30","Kota Bandung","Jawa Barat","ID","http://www.ottocemerlang.com/","+62 22 6075838","Bengkel Perbaikan Bodi Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Otto%20Cemerlang%20Cat%20Oven%20%26%20Body%20Repair&query_place_id=ChIJ26OnQQ3maC4RduS79vslSRc","Bengkel Perbaikan Bodi Mobil"
"Bengkel Radiator Dua Saudara","4.7","225","Jl. Rajawali Timur No.82","Kota Bandung","Jawa Barat","ID",,"+62 813-2003-3637","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Radiator%20Dua%20Saudara&query_place_id=ChIJK5l-tRHmaC4RFaeP3W96u4c","Bengkel Mobil"
"Moel Auto Body","4.6","37","Jl. Gudang Utara No.29","Kota Bandung","Jawa Barat","ID",,"+62 812-6999-9422","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Moel%20Auto%20Body&query_place_id=ChIJ1yMYOM3naC4R5j1jvQa6_fE","Bengkel Mobil"
"Dokter Mobil Bandung (Bengkel Mobil dan Bengkel Service AC Mobil)","4.6","792","Jl. Soekarno-Hatta No.372 lantai 2","Kota Bandung","Jawa Barat","ID","https://www.doktermobil.com/r/t-tune-up","+62 812-8688-4419","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dokter%20Mobil%20Bandung%20(Bengkel%20Mobil%20dan%20Bengkel%20Service%20AC%20Mobil)&query_place_id=ChIJld1bT4fpaC4RsKngB7YXVxk","Bengkel Mobil"
"Bengkel modifikasi",,,"Jl. Budi Luhur No.14","Kota Bandung","Jawa Barat","ID",,"+62 818-0919-8579","Jasa pengiriman mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20modifikasi&query_place_id=ChIJf7HDhlnnaC4RX_W5FpiSJnM","Jasa pengiriman mobil"
"Bengkel ws custom","5","3","4HHX+2CW","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20ws%20custom&query_place_id=ChIJ50XWazDnaC4RWOMGmIFlij4","Bengkel Sepeda Motor"
"Ketok Magic Blitar Riona Jaya","4.5","99","Setelah Gd. Astra Biz Centre - Sebelum Gedung PLN (Stop an, Jl. Soekarno-Hatta Jl. Moch. Toha No.438","Kota Bandung","Jawa Barat","ID",,"+62 821-3178-6361","Bengkel Ketok Magic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ketok%20Magic%20Blitar%20Riona%20Jaya&query_place_id=ChIJnVZyH17oaC4RVSv2Ml5lqJ8","Bengkel Ketok Magic"
"MULYA Motor","5","4","3J24+82M, Jl. Karasak Lama","Kota Bandung","Jawa Barat","ID",,"+62 813-8721-9240","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MULYA%20Motor&query_place_id=ChIJnVGC2YDpaC4RUIBx2rn0FNw","Bengkel Mobil"
"CARGLOSS UBER (Body Repair & Paint Specialist)","5","87","Jl. Cidurian Utara No.77, RT.06/RW.13","Kota Bandung","Jawa Barat","ID",,"+62 878-3576-4923","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CARGLOSS%20UBER%20(Body%20Repair%20%26%20Paint%20Specialist)&query_place_id=ChIJWUHHZpDnaC4RTX_QQMdBMUk","Bengkel Mobil"
"Cipapzs Motowork","4.5","91","Jl. Khp Hasan Mustopa No.148","Kota Bandung","Jawa Barat","ID","https://cipapzs-motowork.berdu.pw/","+62 857-2061-7716","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cipapzs%20Motowork&query_place_id=ChIJ9bg50OHlaC4R82xd4WstXh8","Bengkel Sepeda Motor"
"Berkah Jaya Motor","4.7","53","Gg. Nangkasuni No.17","Kota Bandung","Jawa Barat","ID","https://m.youtube.com/channel/UCL7GEytjg8hckCnUdSV_06A","+62 812-2107-6772","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Berkah%20Jaya%20Motor&query_place_id=ChIJl6OPDHjnaC4Rs80IfqOPn5U","Bengkel Sepeda Motor"
"Custom Part Motor Bandung","4.5","2","Jl. Citepus III No.2","Kota Bandung","Jawa Barat","ID",,"+62 851-7241-0437","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Custom%20Part%20Motor%20Bandung&query_place_id=ChIJ4yDenQLnaC4RoZoJcdTAPI0","Bengkel Sepeda Motor"
"Pratama Motor","4.7","138","Jl. Soekarno-Hatta No.463","Kota Bandung","Jawa Barat","ID",,"+62 22 5203422","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pratama%20Motor&query_place_id=ChIJccjGNvXoaC4RVq9fcTcOnl0","Bengkel Mobil"
"Das Auto Bandung (Bengkel Mobil Bandung)","4.9","145","Jl. BKR No.108","Kota Bandung","Jawa Barat","ID",,"+62 878-2051-5591","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Das%20Auto%20Bandung%20(Bengkel%20Mobil%20Bandung)&query_place_id=ChIJP-DAHWPpaC4RpJrN8pcQg8c","Bengkel Mobil"
"Bandung Aksesoris","4.4","292","Sebrang Masjid Besar Baitun Nur, Pas depan gerbang GUPUSPAL / GUPUSMU, Jl. Cikutra No.201","Kota Bandung","Jawa Barat","ID",,"+62 853-5196-3096","Toko Suku Cadang Motor","Bengkel Kelistrikan Mobil","Toko Reparasi Lampu","Toko Lampu","Toko Sepeda Motor","Toko Lampu Neon",,,,,"https://www.google.com/maps/search/?api=1&query=Bandung%20Aksesoris&query_place_id=ChIJGZTt3KLnaC4RIUg8oIFMJLY","Toko Suku Cadang Motor"
"Cat mobil , cat motor , Cat mobil bandung , cat motor bandung , poles mobil , salon mobil , melayani panggilan bandung","5","35",,"Kota Bandung","Jawa Barat","ID","https://www.tiktok.com/@bcar1263?_t=8joXvsotApe&_r=1","+62 887-0632-8190","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cat%20mobil%20%2C%20cat%20motor%20%2C%20Cat%20mobil%20bandung%20%2C%20cat%20motor%20bandung%20%2C%20poles%20mobil%20%2C%20salon%20mobil%20%2C%20melayani%20panggilan%20bandung&query_place_id=ChIJ-To_S8vpaC4RS-_x1O77dgQ","Bengkel Mobil"
"Bage Body Repair & Cat Mobil Bandung","4.8","32","Jl. Balonggede No.34 B","Kota Bandung","Jawa Barat","ID","https://bodyrepairbandung.com/","+62 821-4848-1600","Bengkel Mobil","Layanan reparasi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bage%20Body%20Repair%20%26%20Cat%20Mobil%20Bandung&query_place_id=ChIJs7gnFIHnaC4RbgSUafqNCYY","Bengkel Mobil"
"Cahaya Jaya Mobil & jasa angkutan barang","4.7","21","Jl. Cingised","Kota Bandung","Jawa Barat","ID",,"+62 816-604-701","Bengkel Mobil","Jasa Kurir",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cahaya%20Jaya%20Mobil%20%26%20jasa%20angkutan%20barang&query_place_id=ChIJBfyfPennaC4RkudsLJIxHfs","Bengkel Mobil"
"Bengkel Ketok Magic Sedyo Utomo 1","4.4","88","Jl. Soekarno-Hatta No.524A","Kota Bandung","Jawa Barat","ID","http://wa.me/6285871303537","+62 22 7505805","Bengkel Ketok Magic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Ketok%20Magic%20Sedyo%20Utomo%201&query_place_id=ChIJ-QxpI2roaC4RxY-3r0JHw9w","Bengkel Ketok Magic"
"Las knalpot rdn ketok body cat duco dll","4","1","Jl. Sukabumi No.32","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Las%20knalpot%20rdn%20ketok%20body%20cat%20duco%20dll&query_place_id=ChIJl_qgSwDnaC4RevXpkLtez6I","Bengkel Mobil"
